"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","G06A...População.urbana.residente.do.s..município.s..com.abastecimento.de.água..Habitantes.","G06B...População.urbana.residente.do.s..município.s..com.esgotamento.sanitário..Habitantes.","G12A...População.total.residente.do.s..município.s..com.abastecimento.de.água..segundo.o.IBGE..Habitantes.","G12B...População.total.residente.do.s..município.s..com.esgotamento.sanitário..segundo.o.IBGE..Habitantes.","GE008...Quantidade.de.Sedes.municipais.atendidas.com.abastecimento.de.água..Sedes.","GE009...Quantidade.de.Sedes.municipais.atendidas.com.esgotamento.sanitário..Sedes.","GE010...Quantidade.de.Localidades..excluídas.as.sedes..atendidas.com.abastecimento.de.água..Localidades.","GE011...Quantidade.de.Localidades..excluídas.as.sedes..atendidas.com.esgotamento.sanitário..Localidades.","POP_TOT...População.total.do.município.do.ano.de.referência..Fonte..IBGE....Habitantes.","POP_URB...População.urbana.do.município.do.ano.de.referência..Fonte..IBGE....Habitantes."
"231050","Pedra Branca","CE","2005","","",,,,,,,,,"41959","17865"
"231050","Pedra Branca","CE","2015","[23105011] Serviço Autônomo de Água e Esgoto - SAAE; [23105040] SECRETARIA DE DESENVOLVIMENTO URBANO E MEIO AMBIENTE - SEDUMA","Água; Res Sólidos","25011",,"42746",,"1",,"0",,"42746","25011"
"231050","Pedra Branca","CE","2002","","",,,,,,,,,"41151","17521"
"231050","Pedra Branca","CE","1998","","",,,,,,,,,"37309","14510"
"231050","Pedra Branca","CE","2009","","",,,,,,,,,"42152","21427"
"231050","Pedra Branca","CE","2008","[23105011] Serviço Autônomo de Água e Esgoto - SAAE","Água","21377",,"42055",,,,"1",,"42055","21377"
"231050","Pedra Branca","CE","1997","","",,,,,,,,,"37545","14602"
"231050","Pedra Branca","CE","2010","[23105011] Serviço Autônomo de Água e Esgoto - SAAE","Água","24510",,"41890",,"1",,"2",,"41890","24510"
"231050","Pedra Branca","CE","2014","[23105011] Serviço Autônomo de Água e Esgoto - SAAE; [23105040] SECRETARIA DE DESENVOLVIMENTO URBANO E MEIO AMBIENTE - SEDUMA","Água; Res Sólidos","24982",,"42696",,"1",,"0",,"42696","24982"
"231050","Pedra Branca","CE","1996","","",,,,,,,,,"37823","14710"
"231050","Pedra Branca","CE","2001","","",,,,,,,,,"40958","17439"
"231050","Pedra Branca","CE","2013","[23105011] Serviço Autônomo de Água e Esgoto - SAAE; [23105040] SECRETARIA DE DESENVOLVIMENTO URBANO E MEIO AMBIENTE - SEDUMA","Água; Res Sólidos","24951",,"42643",,"1",,"2",,"42643","24951"
"231050","Pedra Branca","CE","2011","[23105011] Serviço Autônomo de Água e Esgoto - SAAE","Água","24562",,"41979",,"1",,"2",,"41979","24562"
"231050","Pedra Branca","CE","2003","","",,,,,,,,,"41340","17602"
"231050","Pedra Branca","CE","2004","","",,,,,,,,,"41738","17771"
"231050","Pedra Branca","CE","2000","","",,,,,,,,,"40742","17347"
"231050","Pedra Branca","CE","1999","","",,,,,,,,,"37074","14419"
"231050","Pedra Branca","CE","2006","[23105011] Serviço Autônomo de Água e Esgoto - SAAE","Água","17958",,"42177",,,,"1",,"42177","17958"
"231050","Pedra Branca","CE","2007","[23105011] Serviço Autônomo de Água e Esgoto - SAAE","Água","20720",,"40762",,,,"1",,"40762","20720"
"231060","Penaforte","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","6801",,"8743",,"1",,"0",,"8743","6801"
"231060","Penaforte","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5769",,"8067",,"1",,"0",,"8067","5769"
"231060","Penaforte","CE","1997","","",,,,,,,,,"6154","3324"
"231060","Penaforte","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4556",,"7139",,"1",,"0",,"7139","4556"
"231060","Penaforte","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4522",,"7086",,"1",,"0",,"7086","4522"
"231060","Penaforte","CE","1996","","",,,,,,,,,"6238","3369"
"231060","Penaforte","CE","1995","","",,,,,,,,,"6639","3586"
"231060","Penaforte","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4478",,"7017",,"1",,"0",,"7017","4478"
"231060","Penaforte","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3285",,"6082",,"1",,"0",,"6082","3285"
"231060","Penaforte","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","6399",,"8226",,"1",,"0",,"8226","6399"
"231060","Penaforte","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3246",,"6011",,"1",,"0",,"6011","3246"
"231060","Penaforte","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4592",,"7196",,"1",,"0",,"7196","4592"
"231060","Penaforte","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","6599",,"8483",,"1",,"0",,"8483","6599"
"231060","Penaforte","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","6471",,"8319",,"1",,"0",,"8319","6471"
"231060","Penaforte","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4752",,"7447",,"1",,"0",,"7447","4752"
"231060","Penaforte","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","6741",,"8666",,"1",,"0",,"8666","6741"
"231060","Penaforte","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4711",,"7382",,"1",,"0",,"7382","4711"
"231060","Penaforte","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","6859",,"8817",,"1",,"0",,"8817","6859"
"231060","Penaforte","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4669",,"7316",,"1",,"0",,"7316","4669"
"231060","Penaforte","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23106040] Prefeitura Municipal de Penaforte - PMP","Água; Res Sólidos","5841",,"8168",,"1",,"0",,"8168","5841"
"231060","Penaforte","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5517",,"7715",,"1",,"0",,"7715","5517"
"231070","Pentecoste","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","19275",,"32707",,"1",,"0",,"32707","19275"
"231070","Pentecoste","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","19255",,"32673",,"1",,"0",,"32673","19255"
"231070","Pentecoste","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23107040] PREFEITURA MUNICÍPAL DE PENTECOSTE - PMP","Água; Res Sólidos","21650",,"35823",,"1",,"1",,"35823","21650"
"231070","Pentecoste","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","20359",,"33717",,"1",,"0",,"33717","20359"
"231070","Pentecoste","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","17758",,"28058",,"1",,"0",,"28058","17758"
"231070","Pentecoste","CE","2011","[23107011] Prefeitura Municipal de Pentecoste - PMP; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23107040] PREFEITURA MUNICÍPAL DE PENTECOSTE - PMP","Esgoto; Água; Res Sólidos","21524","21524","35615","35615","1","1","1","0","35615","21524"
"231070","Pentecoste","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23107040] PREFEITURA MUNICÍPAL DE PENTECOSTE - PMP","Água; Res Sólidos","22126",,"36611",,"1",,"1",,"36611","22126"
"231070","Pentecoste","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","19340",,"32818",,"1",,"0",,"32818","19340"
"231070","Pentecoste","CE","2009","[23107011] Prefeitura Municipal de Pentecoste - PMP; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Esgoto; Água","21234","21234","35166","35166","1","1","1","0","35166","21234"
"231070","Pentecoste","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23107040] PREFEITURA MUNICÍPAL DE PENTECOSTE - PMP","Água; Res Sólidos","22224",,"36773",,"1",,"1",,"36773","22224"
"231070","Pentecoste","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23107040] PREFEITURA MUNICÍPAL DE PENTECOSTE - PMP","Água; Res Sólidos","22024",,"36442",,"1",,"1",,"36442","22024"
"231070","Pentecoste","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","21107",,"34955",,"1",,"0",,"34955","21107"
"231070","Pentecoste","CE","1995","","",,,,,,,,,"32564","20610"
"231070","Pentecoste","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","21394",,"35400",,"1",,"1",,"35400","21394"
"231070","Pentecoste","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","17580",,"27776",,"1",,"0",,"27776","17580"
"231070","Pentecoste","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","19212",,"32600",,"1",,"0",,"32600","19212"
"231070","Pentecoste","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","19363",,"32857",,"1",,"0",,"32857","19363"
"231070","Pentecoste","CE","1997","","",,,,,,,,,"28341","17938"
"231070","Pentecoste","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","19163",,"32517",,"1",,"0",,"32517","19163"
"231070","Pentecoste","CE","1996","","",,,,,,,,,"28675","18149"
"231070","Pentecoste","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","19317",,"32779",,"1",,"0",,"32779","19317"
"231080","Pereiro","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5696",,"15784",,"1",,"0",,"15784","5696"
"231080","Pereiro","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5712",,"15828",,"1",,"1",,"15828","5712"
"231080","Pereiro","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5461",,"15838",,"1",,"1",,"15838","5461"
"231080","Pereiro","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5518",,"15291",,"1",,"0",,"15291","5518"
"231080","Pereiro","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5183",,"15447",,"1",,"0",,"15447","5183"
"231080","Pereiro","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5200",,"15496",,"1",,"0",,"15496","5200"
"231080","Pereiro","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5539",,"16063",,"1",,"1",,"16063","5539"
"231080","Pereiro","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5447",,"15798",,"1",,"1",,"15798","5447"
"231080","Pereiro","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5547",,"16089",,"1",,"1",,"16089","5547"
"231080","Pereiro","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5109",,"15225",,"1",,"0",,"15225","5109"
"231080","Pereiro","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5556",,"16115",,"1",,"1",,"16115","5556"
"231080","Pereiro","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5154",,"15358",,"1",,"0",,"15358","5154"
"231080","Pereiro","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5216",,"15545",,"1",,"0",,"15545","5216"
"231080","Pereiro","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5101",,"15201",,"1",,"0",,"15201","5101"
"231080","Pereiro","CE","1997","","",,,,,,,,,"13757","4718"
"231080","Pereiro","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5140",,"15316",,"1",,"0",,"15316","5140"
"231080","Pereiro","CE","1996","","",,,,,,,,,"13868","4756"
"231080","Pereiro","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5433",,"15757",,"1",,"1",,"15757","5433"
"231080","Pereiro","CE","1995","","",,,,,,,,,"14949","5127"
"231080","Pereiro","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4686",,"13663",,"1",,"0",,"13663","4686"
"231080","Pereiro","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4654",,"13570",,"1",,"0",,"13570","4654"
"231090","Piquet Carneiro","CE","1995","","",,,,,,,,,"12755","5052"
"231090","Piquet Carneiro","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5586",,"13141",,"1",,"0",,"13141","5586"
"231090","Piquet Carneiro","CE","1999","","",,,,,,,,,"12491","4947"
"231090","Piquet Carneiro","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23109040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA E RECURSOS HIDRICOS - SMIRH","Água; Res Sólidos","7918",,"16461",,"1",,"0",,"16461","7918"
"231090","Piquet Carneiro","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23109040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SMIF","Água; Res Sólidos","7440",,"15467",,"1",,"0",,"15467","7440"
"231090","Piquet Carneiro","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23109040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SMIF","Água; Res Sólidos","7778",,"16169",,"1",,"0",,"16169","7778"
"231090","Piquet Carneiro","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23109040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SMIF","Água; Res Sólidos","7527",,"15647",,"1",,"0",,"15647","7527"
"231090","Piquet Carneiro","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5582",,"13131",,"1",,"0",,"13131","5582"
"231090","Piquet Carneiro","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5584",,"13135",,"1",,"0",,"13135","5584"
"231090","Piquet Carneiro","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5589",,"13148",,"1",,"0",,"13148","5589"
"231090","Piquet Carneiro","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5585",,"13138",,"1",,"0",,"13138","5585"
"231090","Piquet Carneiro","CE","1997","","",,,,,,,,,"12663","5016"
"231090","Piquet Carneiro","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23109040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SMIF","Água; Res Sólidos","7610",,"15820",,"1",,"0",,"15820","7610"
"231090","Piquet Carneiro","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23109040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SMIF","Água; Res Sólidos","7849",,"16318",,"1",,"0",,"16318","7849"
"231090","Piquet Carneiro","CE","1996","","",,,,,,,,,"12765","5056"
"231090","Piquet Carneiro","CE","1998","","",,,,,,,,,"12577","4982"
"231090","Piquet Carneiro","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","6788",,"15449",,"1",,"0",,"15449","6788"
"231090","Piquet Carneiro","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","6887",,"15673",,"1",,"0",,"15673","6887"
"231090","Piquet Carneiro","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5593",,"13156",,"1",,"0",,"13156","5593"
"231090","Piquet Carneiro","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","6475",,"14736",,"1",,"0",,"14736","6475"
"231090","Piquet Carneiro","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5591",,"13152",,"1",,"0",,"13152","5591"
"231095","Pires Ferreira","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3058",,"9483",,"1",,"0",,"9483","3058"
"231095","Pires Ferreira","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","2675",,"8218",,"1",,"0",,"8218","2675"
"231095","Pires Ferreira","CE","1999","","",,,,,,,,,"11391","2380"
"231095","Pires Ferreira","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3485",,"10616",,"1",,"0",,"10616","3485"
"231095","Pires Ferreira","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","2644",,"8124",,"1",,"0",,"8124","2644"
"231095","Pires Ferreira","CE","1998","","",,,,,,,,,"11098","2319"
"231095","Pires Ferreira","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","2839",,"8722",,"1",,"0",,"8722","2839"
"231095","Pires Ferreira","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","2730",,"8388",,"1",,"0",,"8388","2730"
"231095","Pires Ferreira","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3379",,"10292",,"1",,"0",,"10292","3379"
"231095","Pires Ferreira","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3164",,"9812",,"1",,"0",,"9812","3164"
"231095","Pires Ferreira","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","2779",,"8539",,"1",,"0",,"8539","2779"
"231095","Pires Ferreira","CE","1997","","",,,,,,,,,"10804","2258"
"231095","Pires Ferreira","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3179",,"9857",,"1",,"3",,"9857","3179"
"231095","Pires Ferreira","CE","1996","","",,,,,,,,,"10457","2185"
"231095","Pires Ferreira","CE","1995","","",,,,,,,,,"9230","1929"
"231095","Pires Ferreira","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3466",,"10556",,"1",,"0",,"10556","3466"
"231095","Pires Ferreira","CE","2000","","",,,,,,,,,"8643","2813"
"231095","Pires Ferreira","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3403",,"10365",,"1",,"0",,"10365","3403"
"231095","Pires Ferreira","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","2756",,"8469",,"1",,"0",,"8469","2756"
"231095","Pires Ferreira","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3504",,"10674",,"1",,"0",,"10674","3504"
"231095","Pires Ferreira","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3354",,"10216",,"1",,"0",,"10216","3354"
"231100","Poranga","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23110040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos","7936","7936","12214","12214","1","1","0","0","12214","7936"
"231100","Poranga","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","7824","7824","12041","12041","1","1","0","0","12041","7824"
"231100","Poranga","CE","1999","","",,,,,,,,,"11489","5788"
"231100","Poranga","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","7812","7812","12022","12022","1","1","0","0","12022","7812"
"231100","Poranga","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","7798","7798","12001","12001","1","1","0","0","12001","7798"
"231100","Poranga","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","8101","8101","12356","12356","1","1","0","0","12356","8101"
"231100","Poranga","CE","1996","","",,,,,,,,,"11381","5734"
"231100","Poranga","CE","1995","","",,,,,,,,,"11408","5748"
"231100","Poranga","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","7929","7929","12203","12203","1","1","0","0","12203","7929"
"231100","Poranga","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","7222",,"11880",,"1",,"0",,"11880","7222"
"231100","Poranga","CE","2001","","",,,,,,,,,"11817","7184"
"231100","Poranga","CE","1998","","",,,,,,,,,"11455","5771"
"231100","Poranga","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","8069","8069","12308","12308","1","1","0","0","12308","8069"
"231100","Poranga","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","7394",,"12163",,"1",,"0",,"12163","7394"
"231100","Poranga","CE","2000","","",,,,,,,,,"11737","7135"
"231100","Poranga","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","7441","7441","12240","12240","1","1","0","0","12240","7441"
"231100","Poranga","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23110040] Prefeitura Municipal - PMP","Água e Esgoto; Res Sólidos","7943","7943","12224","12224","1","1","0","0","12224","7943"
"231100","Poranga","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","7262",,"11946",,"1",,"0",,"11946","7262"
"231100","Poranga","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","7805","7805","11905","11905","1","1","0","0","11905","7805"
"231100","Poranga","CE","1997","","",,,,,,,,,"11421","5754"
"231100","Poranga","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","7347",,"12086",,"1",,"0",,"12086","7347"
"231110","Porteiras","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4613",,"16124",,"1",,"0",,"16124","4613"
"231110","Porteiras","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","6168","6168","15010","15010","1","1","0","0","15010","6168"
"231110","Porteiras","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4536",,"15852",,"1",,"0",,"15852","4536"
"231110","Porteiras","CE","1995","","",,,,,,,,,"15472","4050"
"231110","Porteiras","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23111040] PREFEITURA MUNICIPAL DE PORTEIRAS - PMP","Água; Res Sólidos","5185",,"15058",,"1",,"0",,"15058","5185"
"231110","Porteiras","CE","1996","","",,,,,,,,,"15154","3967"
"231110","Porteiras","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5093",,"14792",,"1",,"0",,"14792","5093"
"231110","Porteiras","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4480",,"15658",,"1",,"0",,"15658","4480"
"231110","Porteiras","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23111040] PREFEITURA MUNICIPAL DE PORTEIRAS - PMP","Água e Esgoto; Res Sólidos","6152","6152","14971","14971","1","1","0","0","14971","6152"
"231110","Porteiras","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5208",,"15127",,"1",,"0",,"15127","5208"
"231110","Porteiras","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23111040] PREFEITURA MUNICIPAL DE PORTEIRAS - PMP","Água e Esgoto; Res Sólidos","6208","6208","15108","15108","1","1","0","0","15108","6208"
"231110","Porteiras","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4573",,"15982",,"1",,"0",,"15982","4573"
"231110","Porteiras","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4593",,"16053",,"1",,"0",,"16053","4593"
"231110","Porteiras","CE","1997","","",,,,,,,,,"15207","3981"
"231110","Porteiras","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","6171","6171","15016","15016","1","1","0","0","15016","6171"
"231110","Porteiras","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3993",,"15253",,"1",,"0",,"15253","3993"
"231110","Porteiras","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4518",,"15791",,"1",,"0",,"15791","4518"
"231110","Porteiras","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4005",,"15298",,"1",,"0",,"15298","4005"
"231110","Porteiras","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4501",,"15733",,"1",,"0",,"15733","4501"
"231110","Porteiras","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","6189","6189","15061","15061","1","1","0","0","15061","6189"
"231110","Porteiras","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23111040] PREFEITURA MUNICIPAL DE PORTEIRAS - PMP","Água e Esgoto; Res Sólidos","6188","6188","15058","15058","1","1","0","0","15058","6188"
"231120","Potengi","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4207",,"9646",,"1",,"0",,"9646","4207"
"231120","Potengi","CE","1995","","",,,,,,,,,"8407","3591"
"231120","Potengi","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4255",,"9758",,"1",,"0",,"9758","4255"
"231120","Potengi","CE","1996","","",,,,,,,,,"8314","3551"
"231120","Potengi","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4163",,"10144",,"1",,"0",,"10144","4163"
"231120","Potengi","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3985",,"9138",,"1",,"0",,"9138","3985"
"231120","Potengi","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3968",,"9670",,"1",,"0",,"9670","3968"
"231120","Potengi","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4127",,"10058",,"1",,"0",,"10058","4127"
"231120","Potengi","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4076",,"9346",,"1",,"0",,"9346","4076"
"231120","Potengi","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3609",,"8449",,"1",,"0",,"8449","3609"
"231120","Potengi","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5810",,"10448",,"1",,"0",,"10448","5810"
"231120","Potengi","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5714",,"10276",,"1",,"0",,"10276","5714"
"231120","Potengi","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4016",,"9210",,"1",,"0",,"9210","4016"
"231120","Potengi","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4118",,"9443",,"1",,"0",,"9443","4118"
"231120","Potengi","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","4304",,"9870",,"1",,"0",,"9870","4304"
"231120","Potengi","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112040] Prefeitura Municipal de Potengi - PMP","Água; Res Sólidos","6000",,"10790",,"1",,"0",,"10790","6000"
"231120","Potengi","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","3590",,"8406",,"1",,"0",,"8406","3590"
"231120","Potengi","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","5763",,"10364",,"1",,"0",,"10364","5763"
"231120","Potengi","CE","1997","","",,,,,,,,,"8364","3572"
"231120","Potengi","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112040] Prefeitura Municipal de Potengi - PMP","Água; Res Sólidos","5962",,"10722",,"1",,"0",,"10722","5962"
"231120","Potengi","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112040] Prefeitura Municipal de Potengi - PMP","Água; Res Sólidos","5923",,"10651",,"1",,"0",,"10651","5923"
