"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","G06A...População.urbana.residente.do.s..município.s..com.abastecimento.de.água..Habitantes.","G06B...População.urbana.residente.do.s..município.s..com.esgotamento.sanitário..Habitantes.","G12A...População.total.residente.do.s..município.s..com.abastecimento.de.água..segundo.o.IBGE..Habitantes.","G12B...População.total.residente.do.s..município.s..com.esgotamento.sanitário..segundo.o.IBGE..Habitantes.","GE008...Quantidade.de.Sedes.municipais.atendidas.com.abastecimento.de.água..Sedes.","GE009...Quantidade.de.Sedes.municipais.atendidas.com.esgotamento.sanitário..Sedes.","GE010...Quantidade.de.Localidades..excluídas.as.sedes..atendidas.com.abastecimento.de.água..Localidades.","GE011...Quantidade.de.Localidades..excluídas.as.sedes..atendidas.com.esgotamento.sanitário..Localidades.","POP_TOT...População.total.do.município.do.ano.de.referência..Fonte..IBGE....Habitantes.","POP_URB...População.urbana.do.município.do.ano.de.referência..Fonte..IBGE....Habitantes."
"251510","São Sebastião de Lagoa de Roça","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","4449",,"11320",,"1",,"0",,"11320","4449"
"251510","São Sebastião de Lagoa de Roça","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","3433",,"9969",,"1",,"0",,"9969","3433"
"251520","São Sebastião do Umbuzeiro","PB","2010","","",,,,,,,,,"3235","2097"
"251520","São Sebastião do Umbuzeiro","PB","2001","","",,,,,,,,,"2907","1817"
"251520","São Sebastião do Umbuzeiro","PB","1995","","",,,,,,,,,"4412","2664"
"251520","São Sebastião do Umbuzeiro","PB","1999","","",,,,,,,,,"2402","1450"
"251520","São Sebastião do Umbuzeiro","PB","2015","[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU","Água e Esgoto; Res Sólidos","2230","2230","3440","3440","1","1","1","1","3440","2230"
"251520","São Sebastião do Umbuzeiro","PB","1996","","",,,,,,,,,"4462","2694"
"251520","São Sebastião do Umbuzeiro","PB","2013","[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU","Água e Esgoto; Res Sólidos","2191","2191","3380","3380","1","1","1","1","3380","2191"
"251520","São Sebastião do Umbuzeiro","PB","2012","[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU","Água e Esgoto; Res Sólidos","2131","2131","3287","3287","1","1","1","1","3287","2131"
"251520","São Sebastião do Umbuzeiro","PB","1998","","",,,,,,,,,"2395","1446"
"251520","São Sebastião do Umbuzeiro","PB","2002","","",,,,,,,,,"2924","1828"
"251520","São Sebastião do Umbuzeiro","PB","2009","","",,,,,,,,,"3170","2078"
"251520","São Sebastião do Umbuzeiro","PB","1997","","",,,,,,,,,"2387","1441"
"251520","São Sebastião do Umbuzeiro","PB","2005","","",,,,,,,,,"2984","1865"
"251520","São Sebastião do Umbuzeiro","PB","2007","","",,,,,,,,,"3061","2007"
"251520","São Sebastião do Umbuzeiro","PB","2003","","",,,,,,,,,"2938","1837"
"251520","São Sebastião do Umbuzeiro","PB","2011","","",,,,,,,,,"3262","2115"
"251520","São Sebastião do Umbuzeiro","PB","2004","","",,,,,,,,,"2967","1855"
"251520","São Sebastião do Umbuzeiro","PB","2014","[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU","Água e Esgoto; Res Sólidos","2211","2211","3411","3411","1","1","1","1","3411","2211"
"251520","São Sebastião do Umbuzeiro","PB","2000","","",,,,,,,,,"2894","1809"
"251520","São Sebastião do Umbuzeiro","PB","2008","","",,,,,,,,,"3147","2063"
"251520","São Sebastião do Umbuzeiro","PB","2006","","",,,,,,,,,"3000","1875"
"251540","Seridó","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","3461",,"9106",,"1",,"0",,"9106","3461"
"251540","Seridó","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","3808",,"10020",,"1",,"0",,"10020","3808"
"251540","Seridó","PB","1996","","",,,,,,,,,"8345","2869"
"251540","Seridó","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","3560",,"9366",,"1",,"0",,"9366","3560"
"251540","Seridó","PB","2013","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ - PMSVS","Água; Res Sólidos","4809",,"10701",,"1",,"1",,"10701","4809"
"251540","Seridó","PB","1995","","",,,,,,,,,"8280","2847"
"251540","Seridó","PB","1997","","",,,,,,,,,"8534","2934"
"251540","Seridó","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","2989",,"8694",,"1",,"0",,"8694","2989"
"251540","Seridó","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","3702",,"9740",,"1",,"0",,"9740","3702"
"251540","Seridó","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","4098",,"9737",,"1",,"0",,"9737","4098"
"251540","Seridó","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","3512",,"9241",,"1",,"0",,"9241","3512"
"251540","Seridó","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","3606",,"9487",,"1",,,,"9487","3606"
"251540","Seridó","PB","2015","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ - PMSVS","Água; Res Sólidos","4898",,"10900",,"1",,"1",,"10900","4898"
"251540","Seridó","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","3755",,"9880",,"1",,"0",,"9880","3755"
"251540","Seridó","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","4636",,"10317",,"1",,"1",,"10317","4636"
"251540","Seridó","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","3044",,"8854",,"1",,"0",,"8854","3044"
"251540","Seridó","PB","2012","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ - PMSVS","Água; Res Sólidos","4673",,"10400",,"1",,"1",,"10400","4673"
"251540","Seridó","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","4597",,"10230",,"1",,"1",,"10230","4597"
"251540","Seridó","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","4247",,"10091",,"1",,"1",,"10091","4247"
"251540","Seridó","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","4212",,"10007",,"1",,"1",,"10007","4212"
"251540","Seridó","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ - PMSVS","Água; Res Sólidos","4854",,"10803",,"1",,"1",,"10803","4854"
"251550","Serra Branca","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8752",,"13488",,"1",,"1",,"13488","8752"
"251550","Serra Branca","PB","1997","","",,,,,,,,,"12587","7424"
"251550","Serra Branca","PB","2012","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8501",,"13101",,"1",,"1",,"13101","8501"
"251550","Serra Branca","PB","1995","","",,,,,,,,,"13170","7768"
"251550","Serra Branca","PB","2015","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8801",,"13564",,"1",,"1",,"13564","8801"
"251550","Serra Branca","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","7937",,"12256",,"1",,"0",,"12256","7937"
"251550","Serra Branca","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8632",,"12413",,"1",,"0",,"12413","8632"
"251550","Serra Branca","PB","1996","","",,,,,,,,,"13769","8121"
"251550","Serra Branca","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","7806",,"12054",,"1",,"0",,"12054","7806"
"251550","Serra Branca","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","7914",,"12221",,"1",,"0",,"12221","7914"
"251550","Serra Branca","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8460",,"13038",,"1",,"1",,"13038","8460"
"251550","Serra Branca","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","7447",,"12627",,"1",,"0",,"12627","7447"
"251550","Serra Branca","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8875",,"12762",,"1",,"1",,"12762","8875"
"251550","Serra Branca","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","7471",,"12667",,"1",,"0",,"12667","7471"
"251550","Serra Branca","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8912",,"12816",,"1",,"1",,"12816","8912"
"251550","Serra Branca","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","7949",,"12275",,"1",,"0",,"12275","7949"
"251550","Serra Branca","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","7928",,"12242",,"1",,"0",,"12242","7928"
"251550","Serra Branca","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","7935",,"12253",,"1",,"0",,"12253","7935"
"251550","Serra Branca","PB","2013","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8701",,"13409",,"1",,"1",,"13409","8701"
"251550","Serra Branca","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8418",,"12973",,"1",,"1",,"12973","8418"
"251550","Serra Branca","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","7906",,"12209",,"1",,"0",,"12209","7906"
"251570","Serra Grande","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","1464",,"2855",,"1",,"0",,"2855","1464"
"251570","Serra Grande","PB","1996","","",,,,,,,,,"2807","1341"
"251570","Serra Grande","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","1799",,"3147",,"1",,"0",,"3147","1799"
"251570","Serra Grande","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","1561",,"3045",,"1",,"0",,"3045","1561"
"251570","Serra Grande","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","1532",,"2987",,"1",,"0",,"2987","1532"
"251570","Serra Grande","PB","2014","[25157011] Prefeitura Municipal de Serra Grande - PMSG; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25157040] Prefeitura Municipal de Serra Grande - PMSG","Esgoto; Água; Res Sólidos","1831","1831","3067","3067","1","1","0","1","3067","1831"
"251570","Serra Grande","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","1776",,"2975",,"1",,"0",,"2975","1776"
"251570","Serra Grande","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","1394",,"2917",,"1",,"0",,"2917","1394"
"251570","Serra Grande","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","1782",,"2985",,"1",,"0",,"2985","1782"
"251570","Serra Grande","PB","1995","","",,,,,,,,,"2608","1246"
"251570","Serra Grande","PB","2012","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","1787",,"2994",,"1",,"0",,"2994","1787"
"251570","Serra Grande","PB","1997","","",,,,,,,,,"2848","1361"
"251570","Serra Grande","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","1505",,"2934",,"1",,"0",,"2934","1505"
"251570","Serra Grande","PB","2015","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25157040] Prefeitura Municipal de Serra Grande - PMSG","Água; Res Sólidos","1837",,"3078",,"1",,"0",,"3078","1837"
"251570","Serra Grande","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","1737",,"3038",,"1",,"0",,"3038","1737"
"251570","Serra Grande","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","1547",,"3016",,"1",,"0",,"3016","1547"
"251570","Serra Grande","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","1785",,"3122",,"1",,"0",,"3122","1785"
"251570","Serra Grande","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","1480",,"2887",,"1",,"0",,"2887","1480"
"251570","Serra Grande","PB","2013","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25157040] Prefeitura Municipal de Serra Grande - PMSG","Água; Res Sólidos","1824",,"3055",,"1",,"0",,"3055","1824"
"251570","Serra Grande","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","1377",,"2882",,"1",,"0",,"2882","1377"
"251570","Serra Grande","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","1492",,"2909",,"1",,"0",,"2909","1492"
"251600","Solânea","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","19668",,"28149",,"1",,"0",,"28149","19668"
"251600","Solânea","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","19107",,"27346",,"1",,"0",,"27346","19107"
"251600","Solânea","PB","1996","","",,,,,,,,,"35570","18685"
"251600","Solânea","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","19332",,"26693",,"1",,"0",,"26693","19332"
"251600","Solânea","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25160040] Secretária de Serviços Públicos. Transportes e Estradas - SEINFRA","Água; Res Sólidos","19500",,"26925",,"1",,"0",,"26925","19500"
"251600","Solânea","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","19530",,"27951",,"1",,"0",,"27951","19530"
"251600","Solânea","PB","1995","","",,,,,,,,,"33570","17634"
"251600","Solânea","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","17963",,"30880",,"1",,"0",,"30880","17963"
"251600","Solânea","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","19196",,"26505",,"1",,"0",,"26505","19196"
"251600","Solânea","PB","2015","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25160040] Secretária de Serviços Públicos. Transportes e Estradas - SEINFRA","Água; Res Sólidos","19362",,"26734",,"1",,"0",,"26734","19362"
"251600","Solânea","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","18366",,"31573",,"1",,"0",,"31573","18366"
"251600","Solânea","PB","2013","[25160011] Prefeitura Municipal de Solanea - PMS; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25160040] Secretária de Serviços Públicos. Transportes e Estradas - SEINFRA","Esgoto; Água; Res Sólidos","19142","19142","26431","26431","1","1","0","0","26431","19142"
"251600","Solânea","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","16327",,"31081",,"1",,"0",,"31081","16327"
"251600","Solânea","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","18811",,"32337",,"1",,"0",,"32337","18811"
"251600","Solânea","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","18078",,"31078",,"1",,"0",,"31078","18078"
"251600","Solânea","PB","2012","[25160011] Prefeitura Municipal de Solanea - PMS; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25160040] Secretária de Serviços Públicos. Transportes e Estradas - SEINFRA","Esgoto; Água; Res Sólidos","19064","19064","26323","26323","1","1","0","0","26323","19064"
"251600","Solânea","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","18590",,"31957",,"1",,"0",,"31957","18590"
"251600","Solânea","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","17834",,"30658",,"1",,"0",,"30658","17834"
"251600","Solânea","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","17771",,"30550",,"1",,"0",,"30550","17771"
"251600","Solânea","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","16073",,"30598",,"1",,"0",,"30598","16073"
"251600","Solânea","PB","1997","","",,,,,,,,,"30115","15819"
"251610","Soledade","PB","2013","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","10737",,"14418",,"1",,"0",,"14418","10737"
"251610","Soledade","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","10231",,"13739",,"1",,"0",,"13739","10231"
"251610","Soledade","PB","2015","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25161040] Prefeitura Municipal de Soledade - PMS","Água; Res Sólidos","10957",,"14714",,"1",,"0",,"14714","10957"
"251610","Soledade","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","7417",,"10991",,"1",,"0",,"10991","7417"
"251610","Soledade","PB","1997","","",,,,,,,,,"11064","7466"
"251610","Soledade","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25161040] Prefeitura Municipal de Soledade - PMS","Água; Res Sólidos","10849",,"14569",,"1",,"0",,"14569","10849"
"251610","Soledade","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8461",,"12061",,"1",,"0",,"12061","8461"
"251610","Soledade","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8537",,"12170",,"1",,"0",,"12170","8537"
"251610","Soledade","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","9523",,"13128",,"1",,"0",,"13128","9523"
"251610","Soledade","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","10327",,"13868",,"1",,"0",,"13868","10327"
"251610","Soledade","PB","1995","","",,,,,,,,,"11958","8069"
"251610","Soledade","PB","1996","","",,,,,,,,,"11107","7495"
"251610","Soledade","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","7441",,"11027",,"1",,"0",,"11027","7441"
"251610","Soledade","PB","2012","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","10420",,"13993",,"1",,"0",,"13993","10420"
"251610","Soledade","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","9882",,"13623",,"1",,"0",,"13623","9882"
"251610","Soledade","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","9785",,"13489",,"1",,"0",,"13489","9785"
"251610","Soledade","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8920",,"12716",,"1",,"0",,"12716","8920"
"251610","Soledade","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8780",,"12516",,"1",,"0",,"12516","8780"
"251610","Soledade","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8850",,"12616",,"1",,"0",,"12616","8850"
"251610","Soledade","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8591",,"12247",,"1",,"0",,"12247","8591"
"251610","Soledade","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","8653",,"12334",,"1",,"0",,"12334","8653"
"251615","Sossêgo","PB","2005","","",,,,,,,,,"2728","1392"
"251615","Sossêgo","PB","2003","","",,,,,,,,,"2662","1359"
"251615","Sossêgo","PB","2004","","",,,,,,,,,"2704","1380"
"251615","Sossêgo","PB","2013","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","",,,,,,,,,"3376","1685"
"251615","Sossêgo","PB","2010","","",,,,,,,,,"3169","1582"
"251615","Sossêgo","PB","1997","","",,,,,,,,,"2323","1186"
"251615","Sossêgo","PB","2000","","",,,,,,,,,"2598","1326"
"251615","Sossêgo","PB","2001","","",,,,,,,,,"2622","1338"
"251615","Sossêgo","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","",,,,,,,,,"3427","1711"
"251615","Sossêgo","PB","1999","","",,,,,,,,,"2308","1178"
"251615","Sossêgo","PB","2002","","",,,,,,,,,"2642","1348"
"251615","Sossêgo","PB","2012","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","",,,,,,,,,"3256","1625"
"251615","Sossêgo","PB","2015","","",,,,,,,,,"3475","1735"
"251615","Sossêgo","PB","1998","","",,,,,,,,,"2316","1182"
"251615","Sossêgo","PB","2011","","",,,,,,,,,"3213","1604"
"251615","Sossêgo","PB","2007","","",,,,,,,,,"2965","1381"
"251615","Sossêgo","PB","2008","","",,,,,,,,,"3045","1418"
"251615","Sossêgo","PB","2006","","",,,,,,,,,"2751","1404"
"251615","Sossêgo","PB","2009","","",,,,,,,,,"3089","1439"
"251620","Sousa","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto","46200","46200","62635","62635","1","1","0","0","62635","46200"
"251620","Sousa","PB","2015","[25162011] Departamento de Água. Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água. Esgotos e Saneamento Ambiental de Sousa - DAESA","Água e Esgoto; Res Sólidos","54261","54261","68822","68822","1","1","4","2","68822","54261"
"251620","Sousa","PB","2012","[25162011] Departamento de Água. Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água. Esgotos e Saneamento Ambiental de Sousa - DAESA","Água e Esgoto; Res Sólidos","52397","52397","66457","66457","1","1","4","2","66457","52397"
"251620","Sousa","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto","46380","46380","62879","62879","1","1","0","0","62879","46380"
"251620","Sousa","PB","2008","","",,,,,,,,,"65568","51424"
"251620","Sousa","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto","40216","40216","58881","58881","1","1","0","0","58881","40216"
"251620","Sousa","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25162011] Departamento de Água. Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água. Esgotos e Saneamento Ambiental de Sousa - DAESA","Água e Esgoto; Res Sólidos","53955","53955","68434","68434","1","1","4","2","68434","53955"
"251620","Sousa","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto","46182","46182","62610","62610","1","1","0","0","62610","46182"
"251620","Sousa","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto","40078","40078","58679","58679","1","1","0","0","58679","40078"
"251620","Sousa","PB","2009","[25162011] Departamento de Água. Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água. Esgotos e Saneamento Ambiental de Sousa - DAESA","Água e Esgoto; Res Sólidos","51708","51708","65930","65930","1","1","1","1","65930","51708"
"251620","Sousa","PB","2006","","",,,,,,,,,"63622","46928"
"251620","Sousa","PB","1995","","",,,,,,,,,"81161","55434"
"251620","Sousa","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto","46569","46569","63135","63135","1","1","0","0","63135","46569"
"251620","Sousa","PB","1996","","",,,,,,,,,"77911","53214"
"251620","Sousa","PB","2011","[25162011] Departamento de Água. Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água. Esgotos e Saneamento Ambiental de Sousa - DAESA","Água e Esgoto; Res Sólidos","52144","52144","66136","66136","1","1","4","2","66136","52144"
"251620","Sousa","PB","1997","","",,,,,,,,,"59084","40355"
"251620","Sousa","PB","2013","[25162011] Departamento de Água. Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água. Esgotos e Saneamento Ambiental de Sousa - DAESA","Água e Esgoto; Res Sólidos","53637","53637","68030","68030","1","1","4","2","68030","53637"
"251620","Sousa","PB","2010","[25162011] Departamento de Água. Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água. Esgotos e Saneamento Ambiental de Sousa - DAESA","Água e Esgoto; Res Sólidos","51881","51881","65803","65803","1","1","4","4","65803","51881"
"251620","Sousa","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto","46733","46733","63358","63358","1","1","0","0","63358","46733"
"251620","Sousa","PB","2007","[25162040] Departamento de Água. Esgotos e Saneamento Ambiental de Sousa - DAESA","Res Sólidos",,,,,,,,,"63783","50024"
"251620","Sousa","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto","46536","46536","63091","63091","1","1","0","0","63091","46536"
"251630","Sumé","PB","2015","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto","12788","12788","16784","16784","1","1","0","0","16784","12788"
"251630","Sumé","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","11962",,"16456",,"1",,"0",,"16456","11962"
"251630","Sumé","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","12236",,"16060",,"1",,"0",,"16060","12236"
"251630","Sumé","PB","1995","","",,,,,,,,,"17330","11424"
"251630","Sumé","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","10666",,"14743",,"1",,"0",,"14743","10666"
"251630","Sumé","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25163040] Prefeitura Municipal de Sumé - PMS","Água; Res Sólidos","12717",,"16691",,"1",,"0",,"16691","12717"
"251630","Sumé","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","10790",,"14915",,"1",,"0",,"14915","10790"
"251630","Sumé","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","12291",,"16908",,"1",,"0",,"16908","12291"
"251630","Sumé","PB","1996","","",,,,,,,,,"16929","11160"
"251630","Sumé","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","12296",,"16139",,"1",,"0",,"16139","12296"
"251630","Sumé","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","10619",,"14679",,"1",,"0",,"14679","10619"
"251630","Sumé","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","12419",,"17085",,"1",,"0",,"17085","12419"
"251630","Sumé","PB","2012","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","12354",,"16215",,"1",,"0",,"16215","12354"
"251630","Sumé","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","10750",,"14860",,"1",,"0",,"14860","10750"
"251630","Sumé","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","10877",,"15035",,"1",,"0",,"15035","10877"
"251630","Sumé","PB","1997","","",,,,,,,,,"15269","10066"
