"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","TB001...Quantidade.de.coletadores.e.motoristas.de.agentes.públicos..alocados.no.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO029...Empregados.","TB002...Quantidade.de.coletadores.e.motoristas.de.agentes.privados..alocados.no.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO030...Empregados.","TB003...Quantidade.de.varredores.dos.agentes.públicos..alocados.no.serviço.de.varrição..Antigo.campo.VA007...Empregados.","TB004...Quantidade.de.varredores.de.agentes.privados..alocados.no.serviço.de.varrição..Antigo.campo.VA008...Empregados.","TB005...Quantidade.de.empregados.dos.agentes.públicos.envolvidos.com.os.serviços.de.capina.e.roçada..Antigo.campo.CP005...Empregados.","TB006...Quantidade.de.empregados.dos.agentes.privados.envolvidos.com.os.serviços.de.capina.e.roçada..Antigo.campo.CP006...Empregados.","TB007...Quantidade.de.trabalhadores.dos.agentes.públicos.alocados.em.serviços.das.unidades.de.processamento..Antigo.campo.UP062...Empregados.","TB008...Quantidade.de.empregados.dos.agentes.privados..Antigo.campo.UP063...Empregados.","TB009...Quantidade.de.empregados.dos.agentes.públicos.envolvidos.nos.demais.serviços.de.manejo.de.RSU.quando.não.especificados.em.campos.próprios..Antigo.campo.GE047...Empregados.","TB010...Quantidade.de.empregados.dos.agentes.privados.envolvidos.nos.demais.serviços.de.manejo.de.RSU.quando.não.especificados.em.campos.próprios..Antigo.campo.GE048...Empregados.","TB011...Quantidade.de.empregados.administrativos.dos.agentes.públicos..Antigo.campo.GE050...Empregados.","TB012...Quantidade.de.empregados.administrativos.dos.agentes.privados..Antigo.campo.GE051...Empregados.","TB013...Quantidade.de.trabalhadores.de.agentes.públicos.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE015...Empregados.","TB014...Quantidade.de.trabalhadores.de.agentes.privados.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE016...Empregados.","TB015...Quantidade.total.de.trabalhadores.remunerados.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE058...Empregados.","TB016...Existência.de.frente.de.trabalho.temporária..Antigo.campo.GE053...Sim.Não.","TB017...Quantidade.de.empregados.temporários.da.frente..1...Antigo.campo.GE030...Empregados.temporários.","TB018...Quantidade.de.empregados.temporários.da.frente..2...Antigo.campo.GE034...Empregados.temporários.","TB019...Quantidade.de.empregados.temporários.da.frente.de.trabalho..3...Antigo.campo.GE038...Empregados.temporários.","TB020...Duração.da.frente.de.trabalho..1...Antigo.campo.GE031...Meses.","TB021...Duração.da.frente.de.trabalho..2...Antigo.campo.GE035...Meses.","TB022...Duração.da.frente.de.trabalho..3...Antigo.campo.GE040...Meses.","TB023...Atuação.da.frente.de.trabalho..1..em.mais.de.um.tipo.de.serviço..Antigo.campo.GE032...Sim.Não.","TB024...Atuação.da.frente.de.trabalho..2..em.mais.de.um.tipo.de.serviço..Antigo.campo.GE036...Sim.Não.","TB025...Atuação.da.frente.de.trabalho..3..em.mais.de.um.tipo.de.serviço..Antigo.campo.GE041...Sim.Não.","TB026...Tipo.de.serviço.predominante.da.frente.de.trabalho..1...Antigo.campo.GE033.","TB027...Tipo.de.serviço.predominante.da.frente.de.trabalho..2...Antigo.campo.GE037.","TB028...Tipo.de.serviço.predominante.da.frente.de.trabalho..3...Antigo.campo.GE042.","TB029...Quantidade.de.coletadores.e.motoristas.de.outros.agentes..alocados.no.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO031...Empregados.","TB030...Quantidade.de.varredores.de.outros.agentes..alocados.no.serviço.de.varrição..Antigo.campo.VA009...Empregados.","TB031...Quantidade.de.empregados.dos.outros.agentes.envolvidos.com.os.serviços.de.capina.e.roçada..Antigo.campo.CP008...Empregados.","TB032...Quantidade.de.empregados.de.outros.agentes..Antigo.campo.UP064...Empregados.","TB033...Quantidade.de.empregados.de.outros.agentes.envolvidos.nos.demais.serviços.de.manejo.de.RSU.quando.não.especificados.em.campos.próprios..Antigo.campo.GE049...Empregados.","TB034...Quantidade.de.empregados.administrativos.de.outros.agentes..Antigo.campo.GE052...Empregados.","TB035...Quantidade.total.de.empregados.de.outros.agentes.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE017...Empregados."
"260120","Arcoverde","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260120","Arcoverde","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260120","Arcoverde","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260120","Arcoverde","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260120","Arcoverde","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260120","Arcoverde","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","1996","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","1997","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","1995","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260160","Belém de São Francisco","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ","Água; Res Sólidos","0","27","90","0","40","0","0","6","0","0","2","3","132","36","168","Não",,,,,,,"","","","","","","0","0","0","0","0","0",
"260170","Belo Jardim","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","2014","[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","1995","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","2015","[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ","Esgoto; Água; Res Sólidos","0","24","80","11","0","4","0","3","0","2","0","1","80","45","125","Não",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","2012","[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ","Água; Res Sólidos","0","27","90","0","40","0","0","6","0","0","2","3","132","36","168","Não",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","1997","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","1996","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260170","Belo Jardim","PE","2013","[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26018040] PREFEITURA MUNICIPAL DE BETANIA - PE","Água; Res Sólidos","4","0","21","0","0","0","2","0","1","0","3","0","31","0","31","Não",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26018040] PREFEITURA MUNICIPAL DE BETANIA - PE","Água; Res Sólidos","2","0","1","0","4","0","3","0","1","0","2","0","13","0","13","Não",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","2013","[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","1997","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","1995","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","1996","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26018040] PREFEITURA MUNICIPAL DE BETANIA - PE","Água; Res Sólidos","10","0","25","0","2","0","2","0","2","0","0","0","41","0","41","Não",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","2015","[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","2010","[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26018040] PREFEITURA MUNICIPAL DE BETANIA - PE","Esgoto; Água; Res Sólidos","6",,"10",,,,,,,,,,"16","0","16","Não",,,,,,,"","","","","","","0","0","0","0","0","0",
"260180","Betânia","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260180","Betânia","PE","2009","[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26018040] PREFEITURA MUNICIPAL DE BETANIA - PE","Esgoto; Água; Res Sólidos",,,,,,,,,,,,,"32","0","32","Não",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","1997","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26019040] Prefeitura Municipal dos Bezerros - PMB","Água; Res Sólidos","28","0","66","0",,,,,,,"5","0","99","0","99","Não",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26019040] Prefeitura Municipal dos Bezerros - PMB","Água; Res Sólidos","0","19","0","27","0","10","0","0","0","5","0","5","0","66","66","Não",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","1996","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","1995","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260190","Bezerros","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","2012","[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","1995","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","1996","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","2013","[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de Bodocó - PMB","Esgoto; Água; Res Sólidos","25","0","80","0","8","0","2","0","0","0","14","0","129","0","129","Não",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","1997","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","2015","[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de Bodocó - PMB","Esgoto; Água; Res Sólidos","25","0","54","0","10","0","2","0","0","0","14","0","105","0","105","Não",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","2014","[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de Bodocó - PMB","Esgoto; Água; Res Sólidos","25","0","54","0","10","0","2","0","0","0","14","0","105","0","105","Sim","6",,,"12",,,"Sim","","","Coleta de resíduos domiciliares","","",,,,,,,
"260200","Bodocó","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260200","Bodocó","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","1997","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","1995","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","2011","[26021011] Prefeitura Municipal de Bom Conselho - PMBC; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"260210","Bom Conselho","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
