"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","TB001...Quantidade.de.coletadores.e.motoristas.de.agentes.públicos..alocados.no.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO029...Empregados.","TB002...Quantidade.de.coletadores.e.motoristas.de.agentes.privados..alocados.no.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO030...Empregados.","TB003...Quantidade.de.varredores.dos.agentes.públicos..alocados.no.serviço.de.varrição..Antigo.campo.VA007...Empregados.","TB004...Quantidade.de.varredores.de.agentes.privados..alocados.no.serviço.de.varrição..Antigo.campo.VA008...Empregados.","TB005...Quantidade.de.empregados.dos.agentes.públicos.envolvidos.com.os.serviços.de.capina.e.roçada..Antigo.campo.CP005...Empregados.","TB006...Quantidade.de.empregados.dos.agentes.privados.envolvidos.com.os.serviços.de.capina.e.roçada..Antigo.campo.CP006...Empregados.","TB007...Quantidade.de.trabalhadores.dos.agentes.públicos.alocados.em.serviços.das.unidades.de.processamento..Antigo.campo.UP062...Empregados.","TB008...Quantidade.de.empregados.dos.agentes.privados..Antigo.campo.UP063...Empregados.","TB009...Quantidade.de.empregados.dos.agentes.públicos.envolvidos.nos.demais.serviços.de.manejo.de.RSU.quando.não.especificados.em.campos.próprios..Antigo.campo.GE047...Empregados.","TB010...Quantidade.de.empregados.dos.agentes.privados.envolvidos.nos.demais.serviços.de.manejo.de.RSU.quando.não.especificados.em.campos.próprios..Antigo.campo.GE048...Empregados.","TB011...Quantidade.de.empregados.administrativos.dos.agentes.públicos..Antigo.campo.GE050...Empregados.","TB012...Quantidade.de.empregados.administrativos.dos.agentes.privados..Antigo.campo.GE051...Empregados.","TB013...Quantidade.de.trabalhadores.de.agentes.públicos.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE015...Empregados.","TB014...Quantidade.de.trabalhadores.de.agentes.privados.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE016...Empregados.","TB015...Quantidade.total.de.trabalhadores.remunerados.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE058...Empregados.","TB016...Existência.de.frente.de.trabalho.temporária..Antigo.campo.GE053...Sim.Não.","TB017...Quantidade.de.empregados.temporários.da.frente..1...Antigo.campo.GE030...Empregados.temporários.","TB018...Quantidade.de.empregados.temporários.da.frente..2...Antigo.campo.GE034...Empregados.temporários.","TB019...Quantidade.de.empregados.temporários.da.frente.de.trabalho..3...Antigo.campo.GE038...Empregados.temporários.","TB020...Duração.da.frente.de.trabalho..1...Antigo.campo.GE031...Meses.","TB021...Duração.da.frente.de.trabalho..2...Antigo.campo.GE035...Meses.","TB022...Duração.da.frente.de.trabalho..3...Antigo.campo.GE040...Meses.","TB023...Atuação.da.frente.de.trabalho..1..em.mais.de.um.tipo.de.serviço..Antigo.campo.GE032...Sim.Não.","TB024...Atuação.da.frente.de.trabalho..2..em.mais.de.um.tipo.de.serviço..Antigo.campo.GE036...Sim.Não.","TB025...Atuação.da.frente.de.trabalho..3..em.mais.de.um.tipo.de.serviço..Antigo.campo.GE041...Sim.Não.","TB026...Tipo.de.serviço.predominante.da.frente.de.trabalho..1...Antigo.campo.GE033.","TB027...Tipo.de.serviço.predominante.da.frente.de.trabalho..2...Antigo.campo.GE037.","TB028...Tipo.de.serviço.predominante.da.frente.de.trabalho..3...Antigo.campo.GE042.","TB029...Quantidade.de.coletadores.e.motoristas.de.outros.agentes..alocados.no.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO031...Empregados.","TB030...Quantidade.de.varredores.de.outros.agentes..alocados.no.serviço.de.varrição..Antigo.campo.VA009...Empregados.","TB031...Quantidade.de.empregados.dos.outros.agentes.envolvidos.com.os.serviços.de.capina.e.roçada..Antigo.campo.CP008...Empregados.","TB032...Quantidade.de.empregados.de.outros.agentes..Antigo.campo.UP064...Empregados.","TB033...Quantidade.de.empregados.de.outros.agentes.envolvidos.nos.demais.serviços.de.manejo.de.RSU.quando.não.especificados.em.campos.próprios..Antigo.campo.GE049...Empregados.","TB034...Quantidade.de.empregados.administrativos.de.outros.agentes..Antigo.campo.GE052...Empregados.","TB035...Quantidade.total.de.empregados.de.outros.agentes.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE017...Empregados."
"220810","Pimenteiras","PI","1998","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220810","Pimenteiras","PI","1996","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220810","Pimenteiras","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220810","Pimenteiras","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220810","Pimenteiras","PI","1997","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220810","Pimenteiras","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220810","Pimenteiras","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","1996","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22082040] Prefeitura Municipal de Pio Ix - PMPI","Água; Res Sólidos","16","0","4","0","8","0","0","0","0","0","2","0","30","0","30","Não",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","1995","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22082040] Prefeitura Municipal de Pio Ix - PMPI","Água; Res Sólidos","0","6","0","4","4","0","0","0","0","4","0","2","4","16","20","Não",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","1997","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","1998","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22082040] Prefeitura Municipal de Pio Ix - PMPI","Água; Res Sólidos",,,,,,,,,,,,,"0","24","24","Não",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220820","Pio IX","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22083040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SMMA","Água; Res Sólidos","0","16","0","8","0","12","0","0","0","1","0","1","0","38","38","Não",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22083040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SMMA","Água; Res Sólidos","0","16","0","11","0","22","0","1","0","0","0","2","0","52","52","Sim","8","8","9","2","2","2","Não","Não","Não","","","",,,,,,,
"220830","Piracuruca","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22083040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SMMA","Água; Res Sólidos","2","16","6","2","0","12","0","0","0","0","2","1","10","31","41","Sim","10","10","10","1","1","1","Sim","Sim","Sim","Capina","Limpeza de bocas-de-lobo","Coleta de resíduos domiciliares",,,,,,,
"220830","Piracuruca","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22083040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SMMA","Água; Res Sólidos","0","16","0","8","0","12","0","0","0","1","0","1","0","38","38","Não",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","1995","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","1997","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","1996","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","1998","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água e Esgoto",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220830","Piracuruca","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2002","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2014","[22086540] Prefeitura de Queimada Nova - PQN","Res Sólidos","10","0","0","0","0","0","0","0","0","0","0","0","10","0","10","Sim","0","0","0","1","1",,"Não","Não","Não","","","",,,,,,,
"220865","Queimada Nova","PI","1997","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2000","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","1998","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2004","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2003","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2007","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","1996","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2001","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2008","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","1995","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2005","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2011","[22086540] Prefeitura de Queimada Nova - PQN","Res Sólidos","2","0","1","0","1","0","1","0","1","0","1","0","7","0","7","Não",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2015","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2009","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2012","[22086540] Prefeitura de Queimada Nova - PQN","Res Sólidos","2","0","2","0","1","0","1","0","1","0","1","0","8","0","8","Não",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2006","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2013","[22086540] Prefeitura de Queimada Nova - PQN","Res Sólidos","8","0","0","0","0","0","0","0","0","0","0","0","8","0","8","Não",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","2010","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220865","Queimada Nova","PI","1999","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2014","[22087040] Prefeitura Municipal de Redenção do Gurguéia - PMRG","Res Sólidos","2","2","3","0","3","0","0","0","0","0","0","0","8","2","10","Não",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","1995","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2015","[22087011] Prefeitura Municipal de Redenção do Gurguéia - PMRG; [22087040] Prefeitura Municipal de Redenção do Gurguéia - PMRG","Esgoto; Res Sólidos","2","2","3","0","3","0","0","0","0","0","0","0","8","2","10","Não",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2013","[22087011] Prefeitura Municipal de Redenção do Gurguéia - PMRG; [22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22087040] Prefeitura Municipal de Redenção do Gurguéia - PMRG","Esgoto; Água; Res Sólidos","4","0","4","0","3","0","1","0","0","0","1","0","13","0","13","Não",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","1998","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","1996","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","1997","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2000","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220870","Redenção do Gurguéia","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2003","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2010","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2012","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2015","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2004","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2000","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2001","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","1998","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","1999","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2014","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2005","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2006","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2011","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2002","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2008","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2007","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2013","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","2009","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220887","Ribeira do Piauí","PI","1997","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22090040] Prefeitura Municipal de Rio Grande do Piauí - PMRGP","Água; Res Sólidos","0","2","0","4","0","4","0","0","0","0","0","1","0","11","11","Sim","10",,,"3",,,"Não","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","1996","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22090040] Prefeitura Municipal de Rio Grande do Piauí - PMRGP","Água; Res Sólidos","0","2","0","4","0","4","0","0","0","0","0","1","0","11","11","Sim","10","10",,"3","1",,"Sim","Não","","Capina","","",,,,,,,
"220900","Rio Grande do Piauí","PI","1997","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","1998","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","1995","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220900","Rio Grande do Piauí","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220910","Santa Cruz do Piauí","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220910","Santa Cruz do Piauí","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220910","Santa Cruz do Piauí","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220910","Santa Cruz do Piauí","PI","1998","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220910","Santa Cruz do Piauí","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220910","Santa Cruz do Piauí","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220910","Santa Cruz do Piauí","PI","1995","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220910","Santa Cruz do Piauí","PI","1996","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220910","Santa Cruz do Piauí","PI","1997","","",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220910","Santa Cruz do Piauí","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
"220910","Santa Cruz do Piauí","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",,,,,,,,,,,,,,,,"",,,,,,,"","","","","","",,,,,,,
