"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN014_RS...Taxa.de.cobertura.do.serviço.de.coleta.domiciliar.direta..porta.a.porta..da.população.urbana.do.município....","IN015_RS...Taxa.de.cobertura.do.serviço.de.coleta.de.rdo.em.relação.à.população.total.do.município....","IN016_RS...Taxa.de.cobertura.do.serviço.de.coleta.de.rdo.em.relação.à.população.urbana....","IN017_RS...Taxa.de.terceirização.do.serviço.de.coleta.de..rdo...rpu..em.relação.à.quantidade.coletada....","IN018_RS...Produtividade.média.dos.empregados.na.coleta..coletadores...motoristas..na.coleta..rdo...rpu..em.relação.à.massa.coletada..Kg.empreg.dia.","IN019_RS...Taxa.de.empregados..coletadores...motoristas..na.coleta..rdo...rpu..em.relação.à.população.urbana..empreg.1000.hab.","IN021_RS...Massa.coletada..rdo...rpu..per.capita.em.relação.à.população.urbana..Kg.hab.dia.","IN022_RS...Massa..rdo..coletada.per.capita.em.relação.à.população.atendida.com.serviço.de.coleta..Kg.hab.dia.","IN023_RS...Custo.unitário.médio.do.serviço.de.coleta..rdo...rpu...R..t.","IN024_RS...Incidência.do.custo.do.serviço.de.coleta..rdo...rpu..no.custo.total.do.manejo.de.rsu....","IN025_RS...Incidência.de..coletadores...motoristas..na.quantidade.total.de.empregados.no.manejo.de.rsu....","IN027_RS...Taxa.da.quantidade.total.coletada.de.resíduos.públicos..rpu..em.relação.à.quantidade.total.coletada.de.resíduos.sólidos.domésticos..rdo.....","IN028_RS...Massa.de.resíduos.domiciliares.e.públicos..rdo.rpu..coletada.per.capita.em.relação.à.população.total.atendida.pelo.serviço.de.coleta..Kg.habitante.dia."
"251460","São José do Bonfim","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251460","São José do Bonfim","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251460","São José do Bonfim","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251460","São José do Bonfim","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251460","São José do Bonfim","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251460","São José do Bonfim","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251465","São José do Brejo do Cruz","PB","2015","[25146511] Prefeitura Municipal de São José do Brejo do Cruz - PMSJBC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146540] PREFEITURA MUNICIPAL DE SÃO JOSÉ DO BREJO DO CRUZ - PMSJBC","Esgoto; Água; Res Sólidos","100","56.91","100","0","93.18","5.92","0.47",,,,"46.15",,"0.47"
"251465","São José do Brejo do Cruz","PB","2010","","",,,,,,,,,,,,,
"251465","São José do Brejo do Cruz","PB","1998","","",,,,,,,,,,,,,
"251465","São José do Brejo do Cruz","PB","2004","","",,,,,,,,,,,,,
"251465","São José do Brejo do Cruz","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146511] Prefeitura Municipal de São José do Brejo do Cruz - PMSJBC; [25146540] PREFEITURA MUNICIPAL DE SÃO JOSÉ DO BREJO DO CRUZ - PMSJBC","Água e Esgoto; Res Sólidos","100","56.88","100","0","230.03","5.97","1.18",,,,"40",,"1.18"
"251465","São José do Brejo do Cruz","PB","2000","","",,,,,,,,,,,,,
"251465","São José do Brejo do Cruz","PB","2007","","",,,,,,,,,,,,,
"251465","São José do Brejo do Cruz","PB","2011","[25146540] PREFEITURA MUNICIPAL DE SÃO JOSÉ DO BREJO DO CRUZ - PMSJBC","Res Sólidos",,"100","100","0","306.71","3.11","0.82",,,,"23.08",,"0.47"
"251465","São José do Brejo do Cruz","PB","2008","","",,,,,,,,,,,,,
"251465","São José do Brejo do Cruz","PB","2005","","",,,,,,,,,,,,,
"251465","São José do Brejo do Cruz","PB","1999","","",,,,,,,,,,,,,
"251465","São José do Brejo do Cruz","PB","2009","","",,,,,,,,,,,,,
"251465","São José do Brejo do Cruz","PB","1997","","",,,,,,,,,,,,,
"251465","São José do Brejo do Cruz","PB","2013","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146511] Prefeitura Municipal de São José do Brejo do Cruz - PMSJBC; [25146540] PREFEITURA MUNICIPAL DE SÃO JOSÉ DO BREJO DO CRUZ - PMSJBC","Água e Esgoto; Res Sólidos","100","56.87","100","0","91.59","6.02","0.47",,,,"46.15",,"0.47"
"251465","São José do Brejo do Cruz","PB","2001","","",,,,,,,,,,,,,
"251465","São José do Brejo do Cruz","PB","2002","","",,,,,,,,,,,,,
"251465","São José do Brejo do Cruz","PB","2006","","",,,,,,,,,,,,,
"251465","São José do Brejo do Cruz","PB","2003","","",,,,,,,,,,,,,
"251465","São José do Brejo do Cruz","PB","2012","[25146540] PREFEITURA MUNICIPAL DE SÃO JOSÉ DO BREJO DO CRUZ - PMSJBC","Res Sólidos","100","56.9","100","0",,"0","0.27",,,,"0",,"0.27"
"251470","São José do Sabugi","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","1997","","",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","2015","[25147011] Prefeitura Municipal de São José do Sabugi - PMSJS; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25147040] Secretaria de Infraestrutura do Municipio - SIM","Esgoto; Água; Res Sólidos","100","64.31","100","96.39","110.49","4.52","0.43",,,,"52.17",,"0.43"
"251470","São José do Sabugi","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","1995","","",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","2014","[25147011] Prefeitura Municipal de São José do Sabugi - PMSJS; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25147040] Secretaria de Infraestrutura do Municipio - SIM","Esgoto; Água; Res Sólidos","100","100","100","96.94","104.37","4.54","0.41",,,,"52.17",,"0.26"
"251470","São José do Sabugi","PB","2013","[25147011] Prefeitura Municipal de São José do Sabugi - PMSJS; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25147040] Secretaria de Infraestrutura do Municipio - SIM","Esgoto; Água; Res Sólidos","100","100","100","97.3","98.51","4.55","0.38",,,,"52.17",,"0.25"
"251470","São José do Sabugi","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","2012","[25147011] Prefeitura Municipal de São José do Sabugi - PMSJS; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25147040] Secretaria de Infraestrutura do Municipio - SIM","Esgoto; Água; Res Sólidos","100","100","100","97.3","236.42","1.93","0.39",,,,"21.74",,"0.25"
"251470","São José do Sabugi","PB","1996","","",,,,,,,,,,,,,
"251470","São José do Sabugi","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2015","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2013","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","1996","","",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","1997","","",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2012","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","1995","","",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251480","São José dos Cordeiros","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251490","São Mamede","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251490","São Mamede","PB","1996","","",,,,,,,,,,,,,
"251490","São Mamede","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Água; Res Sólidos",,,"101.33",,"255.59","2.73",,"0.59",,,,,
"251490","São Mamede","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Água; Res Sólidos","100","76.52","100","0","292.72","3.36","0.84","0.84","119.02","29.06","38.46","0.46","0.84"
"251490","São Mamede","PB","2015","[25149011] Prefeitura Municipal de São Mamede - PMSM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Esgoto; Água; Res Sólidos","100","76.52","100","0","390.29","2.53","0.85",,"119.02","29.06","35.71",,"0.85"
"251490","São Mamede","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Água; Res Sólidos",,,"100","0","354.42","2.8","0.85","0.65","37.98","46.99","50","32.06",
"251490","São Mamede","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Água; Res Sólidos",,,"100","0",,,"0.66","0.31","69.44","56.39",,"116",
"251490","São Mamede","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Água; Res Sólidos",,,"100","0","381.26","2.63","0.86","0.69","42.57","57.42","55.56","24.31",
"251490","São Mamede","PB","1995","","",,,,,,,,,,,,,
"251490","São Mamede","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251490","São Mamede","PB","1997","","",,,,,,,,,,,,,
"251490","São Mamede","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Água; Res Sólidos",,,"102.58","0","258.79","1.47","0.33","0.32","41.48","18.89","22.86","0",
"251490","São Mamede","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Água; Res Sólidos",,,"97.59","0","359.96","2.83","0.87","0.68","53.19","56.31","55.56","32.03",
"251490","São Mamede","PB","2011","[25149011] Prefeitura Municipal de São Mamede - PMSM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Esgoto; Água; Res Sólidos",,"76.5","100","0","309.69","2.54","0.67","0.6",,,"37.5","12.19","0.67"
"251490","São Mamede","PB","2010","[25149011] Prefeitura Municipal de São Mamede - PMSM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Esgoto; Água; Res Sólidos",,"76.5","100","0","374.87","2.53","0.81","0.8","35.11","32.5","34.88","1.85","0.81"
"251490","São Mamede","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251490","São Mamede","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251490","São Mamede","PB","2013","[25149011] Prefeitura Municipal de São Mamede - PMSM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Esgoto; Água; Res Sólidos","100","76.52","100","0","319.49","2.52","0.69",,,,"50",,"0.69"
"251490","São Mamede","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Água; Res Sólidos",,,"100","0","375.51","2.55","0.82","0.67","68.85","48.14","50","22.86",
"251490","São Mamede","PB","2012","[25149011] Prefeitura Municipal de São Mamede - PMSM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Esgoto; Água; Res Sólidos","100","76.5","100","0","199.36","3.39","0.58",,,,"58.82",,"0.58"
"251490","São Mamede","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","1995","","",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","1996","","",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","2012","[25151011] Prefeitura Municipal de São Sebastião de Lagoa de Roça - PMSSLR; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25151040] prefeitura municipal de sao sebastiao de lagoa de roca - pb","Esgoto; Água; Res Sólidos","84.7","35.7","84.67","9.09","1064.96","1.27","1.28",,"20","57.14","35.29",,"1.51"
"251510","São Sebastião de Lagoa de Roça","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","1997","","",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25151040] prefeitura municipal de sao sebastiao de lagoa de roca - pb","Água; Res Sólidos",,"43.4","100","0","874.33","0.64","0.48","0.47","35.52","40.5","23.08","0.61","0.47"
"251510","São Sebastião de Lagoa de Roça","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25151040] prefeitura municipal de sao sebastiao de lagoa de roca - pb","Água; Res Sólidos","94.99","42.2","100","0","796.86","1.23","0.84","0.8","107.29","40.67","16.67","5.13","0.84"
"251510","São Sebastião de Lagoa de Roça","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251510","São Sebastião de Lagoa de Roça","PB","2015","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25151040] Prefeitura Municipal de Sao Sebastiao de Lagoa de Roca - PB","Água; Res Sólidos","81.19","42.19","100","0","1281.95","0.81","0.89","0.79","371.13","61.03","15.38","12.79","0.89"
"251510","São Sebastião de Lagoa de Roça","PB","2013","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25151040] prefeitura municipal de sao sebastiao de lagoa de roca - pb","Água; Res Sólidos","96.89","42.2","100","0","766.77","1.24","0.81",,"348.22","57.93","18.18",,"0.81"
"251520","São Sebastião do Umbuzeiro","PB","1996","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","1995","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","2005","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","2004","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","1997","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","2003","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","2001","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","2011","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","2002","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","1999","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","2008","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","2006","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","1998","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","2007","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","2015","[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU","Água e Esgoto; Res Sólidos","100","100","100","0",,,"0.74",,"416.67","67.57",,,"0.48"
"251520","São Sebastião do Umbuzeiro","PB","2013","[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU","Água e Esgoto; Res Sólidos","68.46","85.62","82.57","50",,,"2.5",,,,,,"1.89"
"251520","São Sebastião do Umbuzeiro","PB","2009","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","2010","","",,,,,,,,,,,,,
"251520","São Sebastião do Umbuzeiro","PB","2014","[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU","Água e Esgoto; Res Sólidos","100","100","100","0",,,"0.37",,,,,,"0.24"
"251520","São Sebastião do Umbuzeiro","PB","2012","[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU","Água e Esgoto; Res Sólidos","100","100","100","0","1916.93","1.41","2.31","0.75","26.67","24.49","20","100","1.5"
"251520","São Sebastião do Umbuzeiro","PB","2000","","",,,,,,,,,,,,,
"251540","Seridó","PB","1996","","",,,,,,,,,,,,,
"251540","Seridó","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251540","Seridó","PB","1997","","",,,,,,,,,,,,,
"251540","Seridó","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251540","Seridó","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ - PMSVS","Água; Res Sólidos","61.8","44.93","82.41","100","165.14","6.59","0.93","0",,,"55.17",,"0.93"
"251540","Seridó","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251540","Seridó","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251540","Seridó","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251540","Seridó","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251540","Seridó","PB","1995","","",,,,,,,,,,,,,
"251540","Seridó","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251540","Seridó","PB","2013","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ - PMSVS","Água; Res Sólidos","100","44.94","100","70.62","496.21","3.33","1.42","1","380.56",,"43.24","41.6","1.42"
"251540","Seridó","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251540","Seridó","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251540","Seridó","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251540","Seridó","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251540","Seridó","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251540","Seridó","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251540","Seridó","PB","2012","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ - PMSVS","Água; Res Sólidos","98.4","98.4","100","100","165.14","6.85","0.97",,"398.48","69.23","55.17",,"0.44"
"251540","Seridó","PB","2015","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ - PMSVS","Água; Res Sólidos","99.96","44.94","100","100","570.82","3.06","1.5",,"218.61","68.49","44.12",,"1.5"
"251540","Seridó","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","1997","","",,,,,,,,,,,,,
"251550","Serra Branca","PB","2012","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","1995","","",,,,,,,,,,,,,
"251550","Serra Branca","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","2015","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","1996","","",,,,,,,,,,,,,
"251550","Serra Branca","PB","2013","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
"251550","Serra Branca","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",,,,,,,,,,,,,
