"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","ES001...População.total.atendida.com.esgotamento.sanitário..Habitantes.","ES002...Quantidade.de.ligações.ativas.de.esgotos..Ligações.","ES003...Quantidade.de.economias.ativas.de.esgotos..Economias.","ES004...Extensão.da.rede.de.esgotos..km.","ES005...Volume.de.esgotos.coletado..1000.m..ano.","ES006...Volume.de.esgotos.tratado..1000.m..ano.","ES007...Volume.de.esgotos.faturado..1000.m..ano.","ES008...Quantidade.de.economias.residenciais.ativas.de.esgotos..Economias.","ES009...Quantidade.de.ligações.totais.de.esgotos..Ligações.","ES012...Volume.de.esgoto.bruto.exportado..1000.m..ano.","ES013...Volume.de.esgotos.bruto.importado..1000m..ano.","ES014...Volume.de.esgoto.importado.tratado.nas.instalações.do.importador..1000.m..ano.","ES015...Volume.de.esgoto.bruto.exportado.tratado.nas.instalações.do.importador..1000.m..ano.","ES026...População.urbana.atendida.com.esgotamento.sanitário..Habitantes.","ES028...Consumo.total.de.energia.elétrica.nos.sistemas.de.esgotos..1000.kWh.ano."
"230400","Coreaú","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","1519","629","632","11","86","86","86","609","640","0","0","0","0","1519","16"
"230400","Coreaú","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230400","Coreaú","CE","2012","[23040011] Prefeitura Municipal de Coreaú - PMC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23040040] PREFEITURA MUNICIPAL DE COREAÚ - PMC","Esgoto; Água e Esgoto; Res Sólidos","10684","1602","2755","16.55","875","75","94.5","2570","1649","0","0","0","0","7684","314.43"
"230400","Coreaú","CE","1996","","",,,,,,,,,,,,,,,
"230400","Coreaú","CE","2011","[23040011] Prefeitura Municipal de Coreaú - PMC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Esgoto; Água e Esgoto","11117","1586","2640","17","878","78","78","2558","1615","0","0","0","0","8117","323"
"230410","Crateús","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","10669","2658","2683","70","397","397","397","2674",,,,,,,
"230410","Crateús","CE","1997","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","4640","1091","1112","11","25.55","25.55","25.55","1103",,,,,,,
"230410","Crateús","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","11900","3555","3577","70","487","487","487","3548","3887",,,,,"11900","15"
"230410","Crateús","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","20585","6990","7041","132.47","655","655","812.11","6931","7214","0","0","0","0","20585","156.95"
"230410","Crateús","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","12546","3325","3346","70","477","477","477","3319","3782",,,,,"12546","14"
"230410","Crateús","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","12478","3301","3325","70","468","468","468","3301","3731",,,,,"12478","9"
"230410","Crateús","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","10446","2624","2650","41","387","387","387","2640",,,,,,,
"230410","Crateús","CE","1996","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230410","Crateús","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","19478","8181","8235","132.47","538.77","538.77","755.18","8030","8660","0","0","0","0","19478","159.41"
"230410","Crateús","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","12576","3140","3170","70","442","442","442","3154","3538",,,,,"12576",
"230410","Crateús","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","15689","6111","6147","70","669","669","669","6088","6282","0","0","0","0","15689","133"
"230410","Crateús","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","10018","3670","3694","70","542","542","542","3652","3853",,,,,"10018","43"
"230410","Crateús","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","10018","3595","3613","70","519","519","519","3581","3924","0","0","0",,"10018","32"
"230410","Crateús","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","10303","2371","2385","67506","260174","260174","260174","2375",,,,,,,
"230410","Crateús","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","20585","6990","7041","132","630","630","811","6931","7214","0","0","0","0","20585","168"
"230410","Crateús","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","12066","3187","3211","70","467","467","467","3192","3645",,,,,"12066","3"
"230410","Crateús","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","10459","3942","3959","70","545","545","545","3922","4110","0","0","0","0","10459","102"
"230410","Crateús","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","23991","6540","6575","132","713","713","713","6490","6780","0","0","0","0","23991","175"
"230410","Crateús","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","11776","3125","3148","70","468","468","468","3132","3548",,,,,"11776",
"230410","Crateús","CE","1995","","",,,,,,,,,,,,,,,
"230410","Crateús","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","19342","8008","8063","132.47","647.16","647.16","881.85","7858","8343","0","0","0","0","19342","180.31"
"230420","Crato","CE","2008","","",,,,,,,,,,,,,,,
"230420","Crato","CE","2012","[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC; [23042040] Secretaria de Serviços Públicos - sesp","Água e Esgoto; Res Sólidos","55836","12428","13453","245","3455","0","3455","12425","13420","0","0","0","0","55836","0"
"230420","Crato","CE","2001","","",,,,,,,,,,,,,,,
"230420","Crato","CE","1996","","",,,,,,,,,,,,,,,
"230420","Crato","CE","2006","[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC","Água e Esgoto","48600","9951","10234","118.76","2453.4","0","2453.4","9388","11146",,,,,"48600","0"
"230420","Crato","CE","1998","","",,,,,,,,,,,,,,,
"230420","Crato","CE","2009","[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC; [23042040] Secretaria de Serviços Públicos - sesp","Água e Esgoto; Res Sólidos","49860","10709","12175","120","1896","0","1896","11120","12148","0","0","0","0","49860","0"
"230420","Crato","CE","1999","[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC","Água e Esgoto","30925","6438",,,,,,,"6682",,,,,,
"230420","Crato","CE","2010","[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC","Água e Esgoto","52342","11245","12784","123","1991","0","1991","11733","12756","0","0","0","0","52342","0"
"230420","Crato","CE","2007","[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC","Água e Esgoto","49500","8357","9130","118.76","2642.3","0","2642.3","8211","9927","0","0","0",,"49500","0"
"230420","Crato","CE","2014","[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC; [23042040] Secretaria de Serviços Públicos - sesp","Água e Esgoto; Res Sólidos","64120","13230","15800","102","3698.98","0","3461.42","15110","14000","0","0","0","0","41895",
"230420","Crato","CE","2011","[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC; [23042040] Secretaria de Serviços Públicos - sesp","Água e Esgoto; Res Sólidos","52342","12260","13356","124","1991","0","1991","12099","13317","0","0","0","0","52342","0"
"230420","Crato","CE","2002","","",,,,,,,,,,,,,,,
"230420","Crato","CE","2003","","",,,,,,,,,,,,,,,
"230420","Crato","CE","1997","","",,,,,,,,,,,,,,,
"230420","Crato","CE","2013","[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC; [23042040] Secretaria de Serviços Públicos - sesp","Água e Esgoto; Res Sólidos","62100","13110","15708","98.9","3576.96","0","3458.12","14922","13800","0","0","0","0","57622",
"230420","Crato","CE","2005","[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC","Água e Esgoto","41","6279","7018",,,"0",,"6162","6768",,,,,"41",
"230420","Crato","CE","2004","[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC","Água e Esgoto","6004","5985",,,"1188","594",,,"6464",,,,,"6004",
"230420","Crato","CE","1995","","",,,,,,,,,,,,,,,
"230420","Crato","CE","2000","","",,,,,,,,,,,,,,,
"230420","Crato","CE","2015","[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC","Água e Esgoto","35527","8715","8850","102","1530","0","1529","7867","9946","0","0","0","0","35527",
"230423","Croatá","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","721","329","331","6","49","49","49","315","363","0","0","0","0","721","7"
"230423","Croatá","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230423","Croatá","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23042340] PREFEITURA MUNICIPAL DE CROATA - PMC","Água e Esgoto; Res Sólidos","1781","357","359","6","38","38","38","336","390","0","0","0","0","1781","13"
"230423","Croatá","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23042340] PREFEITURA MUNICIPAL DE CROATA - PMC","Água e Esgoto; Res Sólidos","1079","437","443","6.2","35.15","35.15","50.26","386","481","0","0","0","0","1079","15.1"
"230423","Croatá","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230423","Croatá","CE","1997","","",,,,,,,,,,,,,,,
"230423","Croatá","CE","2000","","",,,,,,,,,,,,,,,
"230423","Croatá","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23042340] PREFEITURA MUNICIPAL DE CROATA - PMC","Água e Esgoto; Res Sólidos","1148","451","456","6.2","33.1","33.1","50.49","394","501","0","0","0","0","1148","7.52"
"230423","Croatá","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23042340] PREFEITURA MUNICIPAL DE CROATA - PMC","Água e Esgoto; Res Sólidos","716","333","335","6","50","50","50","317","363","0","0","0","0","716","9"
"230423","Croatá","CE","1996","","",,,,,,,,,,,,,,,
"230423","Croatá","CE","1998","","",,,,,,,,,,,,,,,
"230423","Croatá","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,,,,,,
"230423","Croatá","CE","1999","","",,,,,,,,,,,,,,,
"230423","Croatá","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230423","Croatá","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23042340] PREFEITURA MUNICIPAL DE CROATA - PMC","Água e Esgoto; Res Sólidos","1053","363","367","6","33","33","46","339","397","0","0","0","0","1053","17"
"230423","Croatá","CE","1995","","",,,,,,,,,,,,,,,
"230423","Croatá","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230423","Croatá","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","731","337","339","6","51","51","51","318","358","0","0","0",,"731","5"
"230423","Croatá","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23042340] PREFEITURA MUNICIPAL DE CROATA - PMC","Água e Esgoto; Res Sólidos","1053","363","367","6.08","34","34","43.6","339","397","0","0","0","0","1053","14.66"
"230423","Croatá","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","711","333","335","6","50","50","50","316","361",,,,,"711","6"
"230423","Croatá","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","853","344","346","6","44","44","44","321","355",,,,,"853","6"
"230426","Deputado Irapuan Pinheiro","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","1997","","",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2013","","",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2011","","",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2010","","",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2009","","",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2015","[23042611] Prefeitura Municipal de Deputado Irapuan Pinheiro - PMDIP; [23042640] Secretaria de Obras.  Serviços Públicos e Transportes - SOSPT","Água; Res Sólidos",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2003","","",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2012","","",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2007","","",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2008","","",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2014","[23042611] Prefeitura Municipal de Deputado Irapuan Pinheiro - PMDIP; [23042640] Secretaria de Obras.  Serviços Públicos e Transportes - SOSPT","Água; Res Sólidos",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","1995","","",,,,,,,,,,,,,,,
"230426","Deputado Irapuan Pinheiro","CE","1996","","",,,,,,,,,,,,,,,
"230427","Ererê","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","1997","","",,,,,,,,,,,,,,,
"230427","Ererê","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230427","Ererê","CE","1995","","",,,,,,,,,,,,,,,
"230427","Ererê","CE","1996","","",,,,,,,,,,,,,,,
"230427","Ererê","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","1997","","",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","1995","","",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","1996","","",,,,,,,,,,,,,,,
"230430","Farias Brito","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230435","Forquilha","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230435","Forquilha","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043540] SEINFRA - SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos","3664","1177","1188","16","112","112","135","1170","1184","0","0","0","0","3664","19"
"230435","Forquilha","CE","1997","","",,,,,,,,,,,,,,,
"230435","Forquilha","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230435","Forquilha","CE","1996","","",,,,,,,,,,,,,,,
"230435","Forquilha","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230435","Forquilha","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230435","Forquilha","CE","1995","","",,,,,,,,,,,,,,,
"230435","Forquilha","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230435","Forquilha","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043540] SEINFRA - SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos","2883","1047","1054","16","138","138","138","1045","1047","0","0","0","0","2883","16"
"230435","Forquilha","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043540] SEINFRA - SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos","3017","1091","1099","16","150","150","150","1090","1092","0","0","0","0","3017","24"
"230435","Forquilha","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043540] SEINFRA - SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos","4834","1720","1730","17.5","115.74","115.74","149.53","1694","1749","0","0","0","0","4834","17.42"
"230435","Forquilha","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043540] SEINFRA - SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos","6544","1154","1163","16","112","112","112","1150","1168","0","0","0","0","6544","23"
"230435","Forquilha","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043540] SEINFRA - SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos","3664","1177","1188","16.28","106","106","131.22","1170","1184","0","0","0","0","3664","20.52"
"230435","Forquilha","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043540] SEINFRA - SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos","4858","1686","1696","17.5","130.28","130.28","168.91","1668","1711","0","0","0","0","4858","17.1"
"230435","Forquilha","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","2531","939","939","16","34","34","34","935","939",,,,,"2531","6"
"230435","Forquilha","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","2139","784","784","15",,,,"781","784",,,,,"2139","0"
"230435","Forquilha","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230435","Forquilha","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","1802","572","572","15","12","12","12","571","572",,,,,"1802","0"
"230435","Forquilha","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230435","Forquilha","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","1997","","",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23045040] Secretaria de Infra Estrutura e Meio Ambiente - Meio Ambiente","Água e Esgoto; Res Sólidos","1067","556","558","7.41","40.78","40.78","56.76","521","576","0","0","0","0","1067","8.32"
"230450","Frecheirinha","CE","1996","","",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","828","308","311","6","46","46","46","304","312","0","0","0","0","828","11"
"230450","Frecheirinha","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23045040] Secretaria de Infra Estrutura e Meio Ambiente - Meio Ambiente","Água e Esgoto; Res Sólidos","933","316","317","6.33","31","31","38.23","305","327","0","0","0","0","933","11.17"
"230450","Frecheirinha","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23045040] Secretaria de Infra Estrutura e Meio Ambiente - Meio Ambiente","Água e Esgoto; Res Sólidos","933","316","317","6","35","35","45","305","327","0","0","0","0","933","11"
"230450","Frecheirinha","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","1497","314","316","6","33","33","33","305","323","0","0","0","0","1497","13"
"230450","Frecheirinha","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","1995","","",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230450","Frecheirinha","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23045040] Secretaria de Infra Estrutura e Meio Ambiente - Meio Ambiente","Água e Esgoto; Res Sólidos","946","474","474","6.34","39.58","39.58","52.94","443","493","0","0","0","0","946","8.96"
"230460","General Sampaio","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230460","General Sampaio","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23046040] Secretaria do Desenvolvimento Rural e Meio Ambiente - SEDERMA","Água; Res Sólidos",,,,,,,,,,,,,,,
"230460","General Sampaio","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,,,
"230460","General Sampaio","CE","1997","","",,,,,,,,,,,,,,,
