MUNICIPIO,GEOCODIGO,UF,MICROREGIAO,MESOREGIAO,NOME_UF,Município (ANA),COD_ANA,RESERVATORIO,TIPO DE MANANCIAL,TIPO DE SISTEMA,NOME DO SISTEMA
BENTO FERNANDES,2401602,RN,BAIXA VERDE,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Bento Fernandes,Não_monitorado,Lagoa Pureza,Subterrâneo,Integrado,Integrado Pureza - João Câmara
BODÓ,2401651,RN,SERRA DE SANTANA,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Bodó,12164,Barragem Armando Ribeiro Gonçalves,Superficial,Integrado,Serra de Santana
BOM JESUS,2401701,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Bom Jesus,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
BREJINHO,2401800,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Brejinho,Não_monitorado,Açude Araraí,Superficial,Isolado,Brejinho
CAIÇARA DO NORTE,2401859,RN,MACAU,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Caiçara do Norte,Não_monitorado,Lagoa Boqueirão - Poços,Subterrâneo,Integrado,Boqueirão
CAIÇARA DO RIO DO VENTO,2401909,RN,ANGICOS,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Caiçara do Rio do Vento,Não_monitorado,Canal de Pataxó,Superficial,Integrado,Sertão Central Cabugi
CAICÓ,2402006,RN,SERIDÓ OCIDENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Caicó,Não_monitorado,Rio Piranhas,Superficial,Integrado,Piranhas - Caicó
CAMPO REDONDO,2402105,RN,BORBOREMA POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Campo Redondo,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
CARAÚBAS,2402303,RN,CHAPADA DO APODI,OESTE POTIGUAR,RIO GRANDE DO NORTE,Caraúbas,Não_monitorado,Poço Caraúbas,Subterrâneo,Isolado,Caraúbas
CARNAÚBA DOS DANTAS,2402402,RN,SERIDÓ ORIENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Carnaúba dos Dantas,Não_monitorado,Açude Monte Alegre,Superficial,Isolado,Carnaúbas dos Dantas
CARNAUBAIS,2402501,RN,VALE DO AÇU,OESTE POTIGUAR,RIO GRANDE DO NORTE,Carnaubais,Não_monitorado,Rio Açu,Superficial,Isolado,Carnaubais
CERRO CORÁ,2402709,RN,SERRA DE SANTANA,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Cerro Corá,Não_monitorado,Açude Pinga,Superficial,Isolado,Cerro Corá
CORONEL EZEQUIEL,2402808,RN,BORBOREMA POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Coronel Ezequiel,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
CORONEL JOÃO PESSOA,2402907,RN,SERRA DE SÃO MIGUEL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Coronel João Pessoa,Não_monitorado,Açude Caldeirão,Superficial,Isolado,Coronel João Pessoa
CRUZETA,2403004,RN,SERIDÓ ORIENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Cruzeta,12140,Açude Cruzeta,Superficial,Isolado,Cruzeta
CURRAIS NOVOS,2403103,RN,SERIDÓ ORIENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Currais Novos,12271,Açude Mal. Dutra (Gargalheiras),Superficial,Integrado,Acari - Currais Novos
DOUTOR SEVERIANO,2403202,RN,SERRA DE SÃO MIGUEL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Doutor Severiano,Não_monitorado,Açude Merejo,Superficial,Isolado,Doutor Severiano
ENCANTO,2403301,RN,SERRA DE SÃO MIGUEL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Encanto,Não_monitorado,"03  Poços Tubulares(Margem do Rio Encanto), dois desativados",Subterrâneo,Isolado,Encanto
EQUADOR,2403400,RN,SERIDÓ ORIENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Equador,Não_monitorado,Açude Mamão,Superficial,Isolado,Equador
FELIPE GUERRA,2403707,RN,CHAPADA DO APODI,OESTE POTIGUAR,RIO GRANDE DO NORTE,Felipe Guerra,Não_monitorado,01  Poço Tubular Felipe Guerra,Subterrâneo,Isolado,Felipe Guerra
FERNANDO PEDROZA,2403756,RN,ANGICOS,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Fernando Pedroza,Não_monitorado,Canal de Pataxó,Superficial,Integrado,Sertão Central Cabugi
FLORÂNIA,2403806,RN,SERRA DE SANTANA,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Florânia,12164,Barragem Armando Ribeiro Gonçalves,Superficial,Integrado,Serra de Santana
FRANCISCO DANTAS,2403905,RN,PAU DOS FERROS,OESTE POTIGUAR,RIO GRANDE DO NORTE,Francisco Dantas,12458,Açude Tesoura,Superficial,Isolado,Francisco Dantas
FRUTUOSO GOMES,2404002,RN,UMARIZAL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Frutuoso Gomes,12257,Acude Lucrecia,Superficial,Isolado,Frutuoso Gomes
GALINHOS,2404101,RN,MACAU,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Galinhos,,,,Isolado,Galinhos - Sem sistema
GOVERNADOR DIX-SEPT ROSADO,2404309,RN,CHAPADA DO APODI,OESTE POTIGUAR,RIO GRANDE DO NORTE,Governador Dix-Sept Rosado,Não_monitorado,01  Poços Tubular Governador Dix-Sept Rosado,Subterrâneo,Isolado,Governador Dix-Sept Rosado
GROSSOS,2404408,RN,MOSSORÓ,OESTE POTIGUAR,RIO GRANDE DO NORTE,Grossos,Não_monitorado,Poços Grossos,Subterrâneo,Isolado,Grossos
GUAMARÉ,2404507,RN,MACAU,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Guamaré,Não_monitorado,Rio Açu,Superficial,Integrado,Guamaré - Macau
IELMO MARINHO,2404606,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Ielmo Marinho,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
IPANGUAÇU,2404705,RN,VALE DO AÇU,OESTE POTIGUAR,RIO GRANDE DO NORTE,Ipanguaçu,Não_monitorado,0 1 Poço Tubulares Ipanguaçu,Subterrâneo,Isolado,Ipanguaçu
IPUEIRA,2404804,RN,SERIDÓ OCIDENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Ipueira,Não_monitorado,Açude Martelo/PB,Superficial,Isolado,Ipueira
ITAJÁ,2404853,RN,VALE DO AÇU,OESTE POTIGUAR,RIO GRANDE DO NORTE,Itajá,12164,Açude Armando Ribeiro Gonçalves,Superficial,Isolado,Itajá
ITAÚ,2404903,RN,PAU DOS FERROS,OESTE POTIGUAR,RIO GRANDE DO NORTE,Itaú,Não_monitorado,Açude Clidenor Régis,Superficial,Isolado,Itaú
JAÇANÃ,2405009,RN,BORBOREMA POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Jaçanã,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
JANDAÍRA,2405108,RN,BAIXA VERDE,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Jandaíra,Não_monitorado,Poços Jandaíra,Subterrâneo,Isolado,Jandaíra
JANDUÍS,2405207,RN,MÉDIO OESTE,OESTE POTIGUAR,RIO GRANDE DO NORTE,Janduís,12164,Barragem Armando Ribeiro Gonçalves,Superficial,Integrado,Médio Oeste
JANUÁRIO CICCO,2405306,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Januário Cicco,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
JAPI,2405405,RN,BORBOREMA POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Japi,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
JARDIM DE ANGICOS,2405504,RN,ANGICOS,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Jardim de Angicos,Não_monitorado,Canal de Pataxó,Superficial,Integrado,Sertão Central Cabugi
JARDIM DE PIRANHAS,2405603,RN,SERIDÓ OCIDENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Jardim de Piranhas,Não_monitorado,Rio Piranhas,Superficial,Isolado,Jardim de Piranhas
JARDIM DO SERIDÓ,2405702,RN,SERIDÓ ORIENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Jardim do Seridó,12311,Açude Passagem das Traíras,Superficial,Isolado,Jardim do Seridó
JOÃO CÂMARA,2405801,RN,BAIXA VERDE,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,João Câmara,Não_monitorado,Lagoa Pureza,Subterrâneo,Integrado,Integrado Pureza - João Câmara
JOÃO DIAS,2405900,RN,UMARIZAL,OESTE POTIGUAR,RIO GRANDE DO NORTE,João Dias,Não_monitorado,Poço Tubular João Dias,Subterrâneo,Isolado,João Dias
JOSÉ DA PENHA,2406007,RN,PAU DOS FERROS,OESTE POTIGUAR,RIO GRANDE DO NORTE,José da Penha,12183,Açude Flexa,Superficial,Isolado,José da Penha
JUCURUTU,2406106,RN,VALE DO AÇU,OESTE POTIGUAR,RIO GRANDE DO NORTE,Jucurutu,Não_monitorado,Rio Açu,Superficial,Isolado,Jucurutu
LAGOA D'ANTA,2406205,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Lagoa d'Anta,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
LAGOA DE PEDRAS,2406304,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Lagoa de Pedras,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
LAGOA DE VELHOS,2406403,RN,BORBOREMA POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Lagoa de Velhos,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
LAGOA NOVA,2406502,RN,SERRA DE SANTANA,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Lagoa Nova,12164,Barragem Armando Ribeiro Gonçalves,Superficial,Integrado,Serra de Santana
LAGOA SALGADA,2406601,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Lagoa Salgada,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
LAJES,2406700,RN,ANGICOS,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Lajes,Não_monitorado,Canal de Pataxó,Superficial,Integrado,Sertão Central Cabugi
LAJES PINTADAS,2406809,RN,BORBOREMA POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Lajes Pintadas,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
LUCRÉCIA,2406908,RN,UMARIZAL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Lucrécia,12257,Acude Lucrecia,Superficial,Isolado,Lucrécia
LUÍS GOMES,2407005,RN,SERRA DE SÃO MIGUEL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Luís Gomes,Não_monitorado,Açude Luis Gomes,Superficial,Isolado,Luís Gomes
MACAÍBA,2407104,RN,MACAÍBA,LESTE POTIGUAR,RIO GRANDE DO NORTE,Macaíba,Não_monitorado,Poços Macaíba,Subterrâneo,Isolado,Macaíba
MACAU,2407203,RN,MACAU,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Macau,Não_monitorado,Rio Açu,Superficial,Integrado,Guamaré - Macau
MAJOR SALES,2407252,RN,SERRA DE SÃO MIGUEL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Major Sales,,,,Isolado,Major Sales - Sem Sistema Produtor
MARCELINO VIEIRA,2407302,RN,PAU DOS FERROS,OESTE POTIGUAR,RIO GRANDE DO NORTE,Marcelino Vieira,12270,Açude Público Marcelino Vieira,Superficial,Isolado,Marcelino Vieira
MARTINS,2407401,RN,UMARIZAL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Martins,12257,Acude Lucrecia,Superficial,Isolado,Martins
MESSIAS TARGINO,2407609,RN,MÉDIO OESTE,OESTE POTIGUAR,RIO GRANDE DO NORTE,Messias Targino,12164,Barragem Armando Ribeiro Gonçalves,Superficial,Integrado,Médio Oeste
MONTE ALEGRE,2407807,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Monte Alegre,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
MONTE DAS GAMELEIRAS,2407906,RN,BORBOREMA POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Monte das Gameleiras,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
MOSSORÓ,2408003,RN,MOSSORÓ,OESTE POTIGUAR,RIO GRANDE DO NORTE,Mossoró,Não_monitorado,Bateria de Poços Mossoró,Subterrâneo,Isolado,Isolado Mossoró
MOSSORÓ,2408003,RN,MOSSORÓ,OESTE POTIGUAR,RIO GRANDE DO NORTE,Mossoró,Não_monitorado,Rio Açu,Superficial,Integrado,Integrado Jerônimo Rosado (Açu/Mossoró)
NOVA CRUZ,2408300,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Nova Cruz,Não_monitorado,Rio Piquiri,Superficial,Integrado,Pedro Velho - Nova Cruz
OLHO-D'ÁGUA DO BORGES,2408409,RN,UMARIZAL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Olho-d'Água do Borges,Não_monitorado,Poço Amazonas Olho D'água dos Borges,Subterrâneo,Isolado,Olho D'água dos Borges
OURO BRANCO,2408508,RN,SERIDÓ ORIENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Ouro Branco,Não_monitorado,2 Poços Amazonas (Rio Piancó),Subterrâneo,Isolado,Ouro Branco
PARANÁ,2408607,RN,PAU DOS FERROS,OESTE POTIGUAR,RIO GRANDE DO NORTE,Paraná,Não_monitorado,Açude Espanha,Superficial,Isolado,Paraná
PARAÚ,2408706,RN,MÉDIO OESTE,OESTE POTIGUAR,RIO GRANDE DO NORTE,Paraú,12164,Barragem Armando Ribeiro Gonçalves,Superficial,Integrado,Médio Oeste
PARAZINHO,2408805,RN,BAIXA VERDE,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Parazinho,Não_monitorado,Lagoa Boqueirão - Poços,Subterrâneo,Integrado,Boqueirão
PARELHAS,2408904,RN,SERIDÓ ORIENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Parelhas,12066,Açude Boqueirão de Parelhas (Ministro João Alves),Superficial,Isolado,Parelhas
PASSA E FICA,2409100,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Passa e Fica,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
PASSAGEM,2409209,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Passagem,Não_monitorado,Riacho das Pedras,Superficial,Integrado,Santo Antônio - Espírito Santo
PASSAGEM,2409209,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Passagem,Não_monitorado,Rio do Una,Superficial,Integrado,Santo Antônio - Espírito Santo
PASSAGEM,2409209,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Passagem,Não_monitorado,Rio Salto,Superficial,Integrado,Santo Antônio - Espírito Santo
PASSAGEM,2409209,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Passagem,Não_monitorado,Rio Timbó,Superficial,Integrado,Santo Antônio - Espírito Santo
PATU,2409308,RN,UMARIZAL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Patu,12164,Barragem Armando Ribeiro Gonçalves,Superficial,Integrado,Médio Oeste
PAU DOS FERROS,2409407,RN,PAU DOS FERROS,OESTE POTIGUAR,RIO GRANDE DO NORTE,Pau dos Ferros,12316,Açude Pau dos Ferros,Superficial,Isolado,Pau dos Ferros
PEDRA GRANDE,2409506,RN,LITORAL NORDESTE,LESTE POTIGUAR,RIO GRANDE DO NORTE,Pedra Grande,Não_monitorado,Lagoa Boqueirão - Poços,Subterrâneo,Integrado,Boqueirão
PEDRA PRETA,2409605,RN,ANGICOS,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Pedra Preta,Não_monitorado,Canal de Pataxó,Superficial,Integrado,Sertão Central Cabugi
PEDRO AVELINO,2409704,RN,ANGICOS,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Pedro Avelino,Não_monitorado,Canal de Pataxó,Superficial,Integrado,Sertão Central Cabugi
PENDĘNCIAS,2409902,RN,VALE DO AÇU,OESTE POTIGUAR,RIO GRANDE DO NORTE,Pendências,Não_monitorado,Rio Açu,Superficial,Isolado,Pendências
PILŐES,2410009,RN,PAU DOS FERROS,OESTE POTIGUAR,RIO GRANDE DO NORTE,Pilões,12329,Açude Púplico Pilões,Superficial,Isolado,Pilões
POÇO BRANCO,2410108,RN,BAIXA VERDE,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Poço Branco,Não_monitorado,Lagoa Pureza,Subterrâneo,Integrado,Integrado Pureza - João Câmara
PORTALEGRE,2410207,RN,PAU DOS FERROS,OESTE POTIGUAR,RIO GRANDE DO NORTE,Portalegre,12370,Açude Riacho da Cruz,Superficial,Integrado,Integrado Portoalegre-Viçosa
PORTO DO MANGUE,2410256,RN,VALE DO AÇU,OESTE POTIGUAR,RIO GRANDE DO NORTE,Porto do Mangue,Não_monitorado,14 poços tubulares + 1 amazonas Porto do Mangue,Subterrâneo,Isolado,Porto do Mangue
PRESIDENTE JUSCELINO,2410306,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Presidente Juscelino,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
PUREZA,2410405,RN,LITORAL NORDESTE,LESTE POTIGUAR,RIO GRANDE DO NORTE,Pureza,Não_monitorado,Lagoa Pureza,Subterrâneo,Integrado,Integrado Pureza - João Câmara
RAFAEL FERNANDES,2410504,RN,PAU DOS FERROS,OESTE POTIGUAR,RIO GRANDE DO NORTE,Rafael Fernandes,12316,Açude Pau dos Ferros,Superficial,Isolado,Rafael Fernandes
RAFAEL GODEIRO,2410603,RN,UMARIZAL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Rafael Godeiro,12381,Açude Rodeador,Superficial,Isolado,Rafael Godeiro
RIACHO DA CRUZ,2410702,RN,PAU DOS FERROS,OESTE POTIGUAR,RIO GRANDE DO NORTE,Riacho da Cruz,12370,Açude Riacho da Cruz,Superficial,Isolado,Riacho da Cruz
RIACHO DE SANTANA,2410801,RN,SERRA DE SÃO MIGUEL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Riacho de Santana,Não_monitorado,Cacimbão Sobradinho,Superficial,Isolado,Riacho de Santana
RIACHUELO,2410900,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Riachuelo,Não_monitorado,Canal de Pataxó,Superficial,Integrado,Sertão Central Cabugi
RODOLFO FERNANDES,2411007,RN,PAU DOS FERROS,OESTE POTIGUAR,RIO GRANDE DO NORTE,Rodolfo Fernandes,Não_monitorado,Açude Riachão,Superficial,Isolado,Rodolfo Fernandes
RUY BARBOSA,2411106,RN,BORBOREMA POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Ruy Barbosa,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
SANTA CRUZ,2411205,RN,BORBOREMA POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Santa Cruz,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
SANTA MARIA,2409332,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Santa Maria,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
SANTANA DO MATOS,2411403,RN,SERRA DE SANTANA,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Santana do Matos,12379,Açude Rio da Pedra,Superficial,Isolado,Santana do Matos
SANTANA DO SERIDÓ,2411429,RN,SERIDÓ ORIENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Santana do Seridó,12090,Açude Caldeirão das Parelhas,Superficial,Isolado,Santana do Seridó
SANTO ANTÔNIO,2411502,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Santo Antônio,Não_monitorado,Riacho das Pedras,Superficial,Integrado,Santo Antônio - Espírito Santo
SANTO ANTÔNIO,2411502,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Santo Antônio,Não_monitorado,Rio do Una,Superficial,Integrado,Santo Antônio - Espírito Santo
SANTO ANTÔNIO,2411502,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Santo Antônio,Não_monitorado,Rio Salto,Superficial,Integrado,Santo Antônio - Espírito Santo
SANTO ANTÔNIO,2411502,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Santo Antônio,Não_monitorado,Rio Timbó,Superficial,Integrado,Santo Antônio - Espírito Santo
SÃO BENTO DO NORTE,2411601,RN,MACAU,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,São Bento do Norte,Não_monitorado,Lagoa Boqueirão - Poços,Subterrâneo,Integrado,Boqueirão
SÃO BENTO DO TRAIRÍ,2411700,RN,BORBOREMA POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,São Bento do Trairí,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
SÃO FERNANDO,2411809,RN,SERIDÓ OCIDENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,São Fernando,Não_monitorado,Rio Piranhas,Superficial,Integrado,Piranhas - Caicó
SÃO FRANCISCO DO OESTE,2411908,RN,PAU DOS FERROS,OESTE POTIGUAR,RIO GRANDE DO NORTE,São Francisco do Oeste,Não_monitorado,Açude São Gonçalo,Superficial,Isolado,São Francisco do Oeste
SÃO JOÃO DO SABUGI,2412104,RN,SERIDÓ OCIDENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,São João do Sabugi,Não_monitorado,Açude Santo Antônio (Sabugi),Superficial,Isolado,São João do Sabugi
SÃO JOSÉ DO CAMPESTRE,2412302,RN,BORBOREMA POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,São José do Campestre,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
SÃO JOSÉ DO SERIDÓ,2412401,RN,SERIDÓ ORIENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,São José do Seridó,Não_monitorado,Poço Amazonas e Poços Tubulares São José do Seridó,Subterrâneo,Isolado,São José do Seridó
SÃO MIGUEL,2412500,RN,SERRA DE SÃO MIGUEL,OESTE POTIGUAR,RIO GRANDE DO NORTE,São Miguel,Não_monitorado,Cacimbão Sobradinho,Superficial,Isolado,São Miguel
SÃO MIGUEL DO GOSTOSO,2412559,RN,LITORAL NORDESTE,LESTE POTIGUAR,RIO GRANDE DO NORTE,São Miguel do Gostoso,,,,Isolado,São Miguel do Gostoso - Sem Informação
SÃO PAULO DO POTENGI,2412609,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,São Paulo do Potengi,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
SÃO PEDRO,2412708,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,São Pedro,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
SÃO RAFAEL,2412807,RN,VALE DO AÇU,OESTE POTIGUAR,RIO GRANDE DO NORTE,São Rafael,12164,Barragem Armando Ribeiro Gonçalves,Superficial,Isolado,São Rafael
SÃO TOMÉ,2412906,RN,BORBOREMA POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,São Tomé,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
SÃO VICENTE,2413003,RN,SERRA DE SANTANA,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,São Vicente,12164,Barragem Armando Ribeiro Gonçalves,Superficial,Integrado,Serra de Santana
SENADOR ELÓI DE SOUZA,2413102,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Senador Elói de Souza,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
SERRA DE SÃO BENTO,2413300,RN,BORBOREMA POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Serra de São Bento,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
SERRA DO MEL,2413359,RN,MOSSORÓ,OESTE POTIGUAR,RIO GRANDE DO NORTE,Serra do Mel,Não_monitorado,Rio Açu,Superficial,Integrado,Integrado Jerônimo Rosado (Açu/Mossoró)
SERRA NEGRA DO NORTE,2413409,RN,SERIDÓ OCIDENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Serra Negra do Norte,Não_monitorado,Barragem Dinamarca,Superficial,Isolado,Serra Negra do Norte
SERRINHA,2413508,RN,AGRESTE POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Serrinha,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
SERRINHA DOS PINTOS,2413557,RN,UMARIZAL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Serrinha dos Pintos,Não_monitorado,Açude Walter Magno,Superficial,Isolado,Serrinha dos Pintos
SEVERIANO MELO,2413607,RN,PAU DOS FERROS,OESTE POTIGUAR,RIO GRANDE DO NORTE,Severiano Melo,Não_monitorado,1 Poço Tubular (município de Apodi),Subterrâneo,Isolado,Severiano Melo
SÍTIO NOVO,2413706,RN,BORBOREMA POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Sítio Novo,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
TABOLEIRO GRANDE,2413805,RN,PAU DOS FERROS,OESTE POTIGUAR,RIO GRANDE DO NORTE,Taboleiro Grande,Não_monitorado,Açude Cajá,Superficial,Isolado,Taboleiro Grande
TAIPU,2413904,RN,LITORAL NORDESTE,LESTE POTIGUAR,RIO GRANDE DO NORTE,Taipu,Não_monitorado,Lagoa Pureza,Subterrâneo,Integrado,Integrado Pureza - João Câmara
