Fonte,Volume,VolumePercentual,Data,Ano,Mes,id
ANA,44.17,28.0,2016-02-05,2016.0,2.0,12279.0
ANA,43.59,27.6,2016-04-30,2016.0,4.0,12279.0
ANA,42.05,26.6,2016-05-31,2016.0,5.0,12279.0
ANA,40.16,25.4,2016-06-30,2016.0,6.0,12279.0
ANA,38.28,24.2,2016-07-31,2016.0,7.0,12279.0
ANA,36.36,23.0,2016-08-31,2016.0,8.0,12279.0
ANA,34.20,21.6,2016-09-30,2016.0,9.0,12279.0
ANA,32.54,20.6,2016-10-31,2016.0,10.0,12279.0
ANA,31.74,20.1,2016-11-30,2016.0,11.0,12279.0
ANA,30.07,19.0,2016-12-31,2016.0,12.0,12279.0
ANA,28.01,17.7,2017-01-31,2017.0,1.0,12279.0
ANA,27.10,17.2,2017-02-28,2017.0,2.0,12279.0
ANA,26.99,17.1,2017-03-02,2017.0,3.0,12279.0
ANA,11.33,82.8,1990-08-31,1990.0,8.0,12022.0
ANA,10.73,78.4,1990-09-30,1990.0,9.0,12022.0
ANA,10.38,75.9,1990-10-31,1990.0,10.0,12022.0
ANA,9.99,73.0,1990-11-30,1990.0,11.0,12022.0
ANA,10.09,73.8,1990-12-30,1990.0,12.0,12022.0
NA,NA,NA,1990-12-30,1990.0,12.0,12022.0
NA,NA,NA,1992-05-31,1992.0,5.0,12022.0
ANA,11.78,86.1,1992-05-31,1992.0,5.0,12022.0
ANA,11.78,86.1,1992-10-31,1992.0,10.0,12022.0
NA,NA,NA,1992-10-31,1992.0,10.0,12022.0
NA,NA,NA,1994-10-30,1994.0,10.0,12022.0
ANA,1.92,14.0,1994-10-30,1994.0,10.0,12022.0
NA,NA,NA,1998-06-30,1998.0,6.0,12022.0
ANA,3.41,24.9,1998-06-30,1998.0,6.0,12022.0
ANA,3.32,24.3,1998-07-30,1998.0,7.0,12022.0
ANA,3.13,22.9,1998-08-31,1998.0,8.0,12022.0
ANA,2.15,15.7,1998-09-30,1998.0,9.0,12022.0
ANA,2.04,14.9,1998-10-31,1998.0,10.0,12022.0
ANA,2.00,14.6,1998-11-30,1998.0,11.0,12022.0
ANA,1.50,10.9,1998-12-31,1998.0,12.0,12022.0
ANA,1.23,9.0,1999-02-28,1999.0,2.0,12022.0
ANA,1.17,8.6,1999-03-31,1999.0,3.0,12022.0
ANA,1.10,8.0,1999-04-30,1999.0,4.0,12022.0
ANA,1.04,7.6,1999-05-31,1999.0,5.0,12022.0
ANA,0.98,7.1,1999-06-30,1999.0,6.0,12022.0
ANA,0.92,6.8,1999-07-31,1999.0,7.0,12022.0
ANA,0.85,6.2,1999-08-31,1999.0,8.0,12022.0
ANA,0.76,5.6,1999-09-30,1999.0,9.0,12022.0
ANA,0.71,5.2,1999-11-30,1999.0,11.0,12022.0
ANA,1.17,8.6,1999-12-31,1999.0,12.0,12022.0
ANA,1.52,11.1,2000-01-31,2e3,1.0,12022.0
ANA,1.48,10.8,2000-02-29,2e3,2.0,12022.0
ANA,1.43,10.4,2000-03-31,2e3,3.0,12022.0
ANA,1.42,10.4,2000-04-30,2e3,4.0,12022.0
ANA,1.40,10.2,2000-05-31,2e3,5.0,12022.0
ANA,1.36,10.0,2000-06-29,2e3,6.0,12022.0
ANA,1.31,9.6,2000-07-31,2e3,7.0,12022.0
ANA,1.28,9.3,2000-08-31,2e3,8.0,12022.0
ANA,2.25,16.4,2000-09-30,2e3,9.0,12022.0
ANA,2.15,15.7,2000-10-31,2e3,10.0,12022.0
ANA,7.33,53.6,2000-11-30,2e3,11.0,12022.0
ANA,10.30,75.3,2000-12-31,2e3,12.0,12022.0
ANA,9.87,72.1,2001-02-28,2001.0,2.0,12022.0
ANA,9.68,70.8,2001-03-31,2001.0,3.0,12022.0
ANA,9.22,67.4,2001-04-30,2001.0,4.0,12022.0
ANA,8.86,64.8,2001-05-31,2001.0,5.0,12022.0
ANA,8.67,63.4,2001-06-30,2001.0,6.0,12022.0
ANA,8.47,61.9,2001-07-31,2001.0,7.0,12022.0
ANA,8.18,59.8,2001-08-31,2001.0,8.0,12022.0
ANA,7.86,57.5,2001-09-30,2001.0,9.0,12022.0
ANA,7.49,54.7,2001-10-31,2001.0,10.0,12022.0
ANA,7.09,51.8,2001-11-30,2001.0,11.0,12022.0
ANA,7.27,53.2,2001-12-31,2001.0,12.0,12022.0
ANA,11.92,87.2,2002-01-31,2002.0,1.0,12022.0
ANA,11.65,85.2,2002-02-28,2002.0,2.0,12022.0
ANA,11.10,81.1,2002-03-31,2002.0,3.0,12022.0
ANA,10.65,77.8,2002-04-30,2002.0,4.0,12022.0
ANA,10.05,73.5,2002-06-30,2002.0,6.0,12022.0
ANA,9.56,69.9,2002-08-31,2002.0,8.0,12022.0
ANA,9.15,66.9,2002-09-30,2002.0,9.0,12022.0
ANA,8.52,62.3,2002-10-31,2002.0,10.0,12022.0
ANA,7.80,57.0,2002-12-29,2002.0,12.0,12022.0
ANA,6.98,51.0,2003-01-29,2003.0,1.0,12022.0
ANA,7.76,56.7,2003-02-28,2003.0,2.0,12022.0
ANA,7.69,56.2,2003-03-31,2003.0,3.0,12022.0
ANA,7.27,53.2,2003-04-30,2003.0,4.0,12022.0
ANA,7.13,52.1,2003-05-31,2003.0,5.0,12022.0
ANA,7.00,51.2,2003-06-30,2003.0,6.0,12022.0
ANA,6.63,48.4,2003-08-31,2003.0,8.0,12022.0
ANA,6.18,45.2,2003-09-30,2003.0,9.0,12022.0
ANA,5.98,43.7,2003-10-31,2003.0,10.0,12022.0
ANA,5.63,41.2,2003-11-30,2003.0,11.0,12022.0
ANA,5.24,38.3,2003-12-30,2003.0,12.0,12022.0
ANA,11.38,83.2,2004-01-30,2004.0,1.0,12022.0
ANA,12.92,94.4,2004-02-21,2004.0,2.0,12022.0
ANA,13.68,100.0,2004-03-05,2004.0,3.0,12022.0
ANA,13.18,96.4,2004-04-26,2004.0,4.0,12022.0
ANA,12.80,93.6,2004-05-31,2004.0,5.0,12022.0
ANA,12.49,91.3,2004-06-30,2004.0,6.0,12022.0
ANA,12.40,90.6,2004-07-05,2004.0,7.0,12022.0
ANA,12.07,88.2,2004-08-02,2004.0,8.0,12022.0
ANA,11.66,85.2,2004-09-06,2004.0,9.0,12022.0
ANA,10.89,79.6,2004-10-31,2004.0,10.0,12022.0
ANA,10.26,75.0,2004-11-30,2004.0,11.0,12022.0
ANA,9.72,71.1,2004-12-30,2004.0,12.0,12022.0
ANA,9.15,66.9,2005-02-14,2005.0,2.0,12022.0
NA,NA,NA,2005-02-14,2005.0,2.0,12022.0
NA,NA,NA,2005-09-12,2005.0,9.0,12022.0
ANA,10.73,78.4,2005-09-12,2005.0,9.0,12022.0
ANA,9.27,67.8,2005-11-30,2005.0,11.0,12022.0
ANA,9.15,66.9,2005-12-26,2005.0,12.0,12022.0
ANA,8.54,62.4,2006-01-30,2006.0,1.0,12022.0
ANA,8.15,59.6,2006-02-27,2006.0,2.0,12022.0
ANA,8.02,58.6,2006-03-27,2006.0,3.0,12022.0
ANA,8.24,60.2,2006-04-24,2006.0,4.0,12022.0
ANA,7.86,57.5,2006-05-29,2006.0,5.0,12022.0
ANA,7.83,57.2,2006-06-26,2006.0,6.0,12022.0
ANA,7.73,56.5,2006-07-31,2006.0,7.0,12022.0
ANA,7.53,55.0,2006-08-28,2006.0,8.0,12022.0
ANA,7.20,52.6,2006-09-25,2006.0,9.0,12022.0
ANA,7.07,51.7,2006-10-30,2006.0,10.0,12022.0
ANA,7.07,51.7,2006-11-29,2006.0,11.0,12022.0
ANA,6.55,47.9,2006-12-31,2006.0,12.0,12022.0
ANA,6.08,44.5,2007-01-31,2007.0,1.0,12022.0
ANA,7.86,57.5,2007-02-28,2007.0,2.0,12022.0
ANA,7.66,56.0,2007-03-19,2007.0,3.0,12022.0
ANA,7.23,52.8,2007-04-30,2007.0,4.0,12022.0
ANA,7.00,51.2,2007-05-31,2007.0,5.0,12022.0
ANA,6.86,50.1,2007-06-25,2007.0,6.0,12022.0
ANA,6.65,48.6,2007-07-31,2007.0,7.0,12022.0
ANA,6.34,46.3,2007-08-31,2007.0,8.0,12022.0
ANA,6.27,45.8,2007-09-17,2007.0,9.0,12022.0
ANA,6.18,45.2,2007-10-01,2007.0,10.0,12022.0
NA,NA,NA,2007-10-01,2007.0,10.0,12022.0
NA,NA,NA,2009-03-30,2009.0,3.0,12022.0
ANA,3.57,26.1,2009-03-30,2009.0,3.0,12022.0
ANA,4.69,34.3,2009-04-30,2009.0,4.0,12022.0
ANA,4.60,33.6,2009-05-30,2009.0,5.0,12022.0
ANA,4.57,33.4,2009-06-30,2009.0,6.0,12022.0
ANA,3.96,29.0,2009-07-30,2009.0,7.0,12022.0
NA,NA,NA,2009-07-30,2009.0,7.0,12022.0
NA,NA,NA,2010-05-28,2010.0,5.0,12022.0
ANA,2.55,18.6,2010-05-28,2010.0,5.0,12022.0
NA,NA,NA,2010-11-12,2010.0,11.0,12022.0
ANA,3.88,28.3,2010-11-12,2010.0,11.0,12022.0
ANA,1.85,13.5,2011-01-04,2011.0,1.0,12022.0
NA,NA,NA,2011-01-04,2011.0,1.0,12022.0
ANA,1.30,9.5,2011-07-19,2011.0,7.0,12022.0
ANA,0.97,7.1,2011-09-26,2011.0,9.0,12022.0
ANA,0.92,6.7,2011-10-10,2011.0,10.0,12022.0
NA,NA,NA,2011-10-10,2011.0,10.0,12022.0
NA,NA,NA,2012-03-09,2012.0,3.0,12022.0
ANA,3.00,21.9,2012-03-09,2012.0,3.0,12022.0
NA,NA,NA,2012-07-27,2012.0,7.0,12022.0
ANA,0.00,0.0,2012-07-27,2012.0,7.0,12022.0
ANA,0.00,0.0,2013-04-26,2013.0,4.0,12022.0
ANA,0.00,0.0,2013-05-31,2013.0,5.0,12022.0
ANA,0.00,0.0,2013-06-28,2013.0,6.0,12022.0
ANA,0.00,0.0,2013-07-26,2013.0,7.0,12022.0
ANA,0.00,0.0,2013-08-30,2013.0,8.0,12022.0
ANA,0.00,0.0,2013-09-13,2013.0,9.0,12022.0
ANA,0.00,0.0,2013-10-04,2013.0,10.0,12022.0
ANA,0.00,0.0,2013-11-29,2013.0,11.0,12022.0
ANA,4.85,35.5,2013-12-28,2013.0,12.0,12022.0
ANA,4.56,33.3,2014-01-31,2014.0,1.0,12022.0
ANA,4.32,31.6,2014-02-28,2014.0,2.0,12022.0
ANA,4.10,30.0,2014-03-31,2014.0,3.0,12022.0
ANA,3.99,29.2,2014-04-30,2014.0,4.0,12022.0
ANA,3.85,28.2,2014-05-31,2014.0,5.0,12022.0
ANA,3.76,27.5,2014-06-30,2014.0,6.0,12022.0
ANA,3.68,26.9,2014-07-31,2014.0,7.0,12022.0
ANA,3.59,26.2,2014-08-28,2014.0,8.0,12022.0
ANA,3.44,25.2,2014-09-25,2014.0,9.0,12022.0
ANA,3.25,23.8,2014-10-24,2014.0,10.0,12022.0
ANA,3.12,22.8,2014-11-28,2014.0,11.0,12022.0
ANA,3.68,26.9,2014-12-31,2014.0,12.0,12022.0
ANA,3.51,25.7,2015-01-23,2015.0,1.0,12022.0
ANA,3.38,24.7,2015-02-23,2015.0,2.0,12022.0
ANA,3.17,23.2,2015-03-30,2015.0,3.0,12022.0
ANA,3.01,22.0,2015-04-27,2015.0,4.0,12022.0
ANA,2.96,21.6,2015-05-25,2015.0,5.0,12022.0
ANA,2.87,21.0,2015-06-29,2015.0,6.0,12022.0
ANA,2.80,20.5,2015-07-27,2015.0,7.0,12022.0
ANA,2.70,19.7,2015-08-31,2015.0,8.0,12022.0
ANA,2.53,18.5,2015-09-28,2015.0,9.0,12022.0
ANA,2.37,17.3,2015-10-26,2015.0,10.0,12022.0
ANA,2.20,16.1,2015-11-30,2015.0,11.0,12022.0
ANA,2.05,15.0,2015-12-28,2015.0,12.0,12022.0
ANA,3.41,24.9,2016-01-18,2016.0,1.0,12022.0
ANA,12.83,93.8,2016-03-28,2016.0,3.0,12022.0
ANA,12.45,91.0,2016-04-25,2016.0,4.0,12022.0
ANA,12.14,88.7,2016-05-30,2016.0,5.0,12022.0
ANA,11.87,86.8,2016-06-27,2016.0,6.0,12022.0
ANA,11.64,85.1,2016-07-25,2016.0,7.0,12022.0
ANA,11.18,81.7,2016-08-29,2016.0,8.0,12022.0
ANA,10.83,79.2,2016-09-26,2016.0,9.0,12022.0
ANA,10.32,75.4,2016-10-31,2016.0,10.0,12022.0
ANA,10.17,74.3,2016-11-28,2016.0,11.0,12022.0
ANA,9.82,71.8,2016-12-26,2016.0,12.0,12022.0
ANA,9.22,67.4,2017-01-30,2017.0,1.0,12022.0
ANA,8.91,65.1,2017-02-20,2017.0,2.0,12022.0
ANA,8.84,64.6,2017-03-06,2017.0,3.0,12022.0
ANA,3193.55,69.0,2014-09-21,2014.0,9.0,795.0
ANA,3095.34,66.8,2014-11-23,2014.0,11.0,795.0
ANA,3058.22,63.2,2015-01-11,2015.0,1.0,795.0
ANA,3018.69,62.4,2015-02-01,2015.0,2.0,795.0
ANA,3051.03,63.1,2015-03-15,2015.0,3.0,795.0
ANA,3077.38,63.6,2015-04-05,2015.0,4.0,795.0
ANA,3454.26,71.4,2015-05-31,2015.0,5.0,795.0
ANA,3384.14,70.0,2015-08-30,2015.0,8.0,795.0
ANA,3102.53,64.1,2015-10-04,2015.0,10.0,795.0
ANA,2906.11,60.1,2015-11-29,2015.0,11.0,795.0
ANA,3145.65,65.0,2016-01-31,2016.0,1.0,795.0
ANA,3108.52,64.3,2016-02-28,2016.0,2.0,795.0
ANA,3003.12,62.1,2016-04-03,2016.0,4.0,795.0
ANA,2940.85,60.8,2016-05-29,2016.0,5.0,795.0
ANA,2873.78,59.4,2016-07-31,2016.0,7.0,795.0
ANA,2819.88,58.3,2016-09-12,2016.0,9.0,795.0
ANA,2848.63,58.9,2016-10-30,2016.0,10.0,795.0
ANA,2898.93,59.9,2016-12-04,2016.0,12.0,795.0
ANA,0.81,35.5,2013-01-28,2013.0,1.0,12009.0
ANA,0.52,22.8,2013-02-25,2013.0,2.0,12009.0
ANA,0.42,18.4,2013-03-28,2013.0,3.0,12009.0
ANA,1.37,60.1,2013-04-29,2013.0,4.0,12009.0
ANA,2.30,100.9,2013-05-27,2013.0,5.0,12009.0
ANA,2.30,100.9,2013-06-17,2013.0,6.0,12009.0
ANA,2.31,101.3,2013-07-22,2013.0,7.0,12009.0
ANA,2.31,101.3,2013-08-12,2013.0,8.0,12009.0
ANA,2.29,100.4,2013-09-23,2013.0,9.0,12009.0
ANA,2.29,100.4,2013-10-31,2013.0,10.0,12009.0
ANA,2.29,100.4,2013-11-25,2013.0,11.0,12009.0
ANA,2.29,100.4,2013-12-16,2013.0,12.0,12009.0
ANA,2.24,98.2,2014-01-29,2014.0,1.0,12009.0
ANA,2.17,95.2,2014-02-19,2014.0,2.0,12009.0
ANA,2.29,100.4,2014-03-17,2014.0,3.0,12009.0
ANA,2.35,103.1,2014-04-28,2014.0,4.0,12009.0
ANA,2.33,102.2,2014-05-19,2014.0,5.0,12009.0
ANA,2.32,101.8,2014-06-30,2014.0,6.0,12009.0
ANA,2.33,102.2,2014-07-22,2014.0,7.0,12009.0
ANA,2.32,101.8,2014-08-20,2014.0,8.0,12009.0
ANA,2.30,100.9,2014-09-05,2014.0,9.0,12009.0
ANA,2.29,100.4,2014-10-27,2014.0,10.0,12009.0
ANA,2.30,100.9,2014-12-26,2014.0,12.0,12009.0
ANA,2.26,99.1,2015-02-16,2015.0,2.0,12009.0
ANA,2.28,100.0,2015-03-19,2015.0,3.0,12009.0
ANA,2.29,100.4,2015-04-27,2015.0,4.0,12009.0
ANA,2.33,102.2,2015-05-21,2015.0,5.0,12009.0
ANA,2.32,101.8,2015-06-29,2015.0,6.0,12009.0
ANA,2.32,101.8,2015-07-27,2015.0,7.0,12009.0
ANA,2.31,101.3,2015-08-24,2015.0,8.0,12009.0
ANA,2.29,100.4,2015-09-24,2015.0,9.0,12009.0
ANA,2.29,100.4,2015-10-28,2015.0,10.0,12009.0
ANA,2.26,99.1,2015-11-28,2015.0,11.0,12009.0
ANA,2.12,93.0,2015-12-29,2015.0,12.0,12009.0
ANA,2.33,102.2,2016-01-25,2016.0,1.0,12009.0
ANA,2.29,100.4,2016-02-18,2016.0,2.0,12009.0
ANA,2.27,99.6,2016-04-25,2016.0,4.0,12009.0
ANA,2.24,98.2,2016-05-24,2016.0,5.0,12009.0
ANA,2.33,102.2,2016-06-28,2016.0,6.0,12009.0
ANA,2.28,100.0,2016-07-26,2016.0,7.0,12009.0
ANA,2.28,100.0,2016-08-23,2016.0,8.0,12009.0
ANA,2.28,100.0,2016-09-20,2016.0,9.0,12009.0
ANA,2.21,96.9,2016-10-25,2016.0,10.0,12009.0
ANA,2.03,89.0,2016-11-21,2016.0,11.0,12009.0
ANA,1.81,79.4,2016-12-26,2016.0,12.0,12009.0
ANA,1.48,64.9,2017-01-30,2017.0,1.0,12009.0
ANA,1.32,57.9,2017-02-20,2017.0,2.0,12009.0
ANA,1.22,53.5,2017-03-02,2017.0,3.0,12009.0
ANA,4.16,64.4,2013-03-31,2013.0,3.0,12008.0
ANA,4.38,67.8,2013-04-28,2013.0,4.0,12008.0
ANA,4.19,64.9,2013-05-28,2013.0,5.0,12008.0
ANA,4.73,73.2,2013-06-27,2013.0,6.0,12008.0
ANA,5.03,77.9,2013-07-28,2013.0,7.0,12008.0
ANA,5.02,77.7,2013-08-29,2013.0,8.0,12008.0
ANA,5.39,83.4,2013-09-30,2013.0,9.0,12008.0
ANA,4.93,76.3,2013-10-31,2013.0,10.0,12008.0
ANA,4.71,72.9,2013-11-18,2013.0,11.0,12008.0
ANA,4.67,72.3,2013-12-26,2013.0,12.0,12008.0
ANA,4.71,72.9,2014-01-24,2014.0,1.0,12008.0
ANA,4.23,65.5,2014-02-18,2014.0,2.0,12008.0
ANA,3.96,61.3,2014-03-28,2014.0,3.0,12008.0
ANA,3.76,58.2,2014-04-24,2014.0,4.0,12008.0
ANA,3.27,50.6,2014-05-27,2014.0,5.0,12008.0
ANA,3.08,47.7,2014-06-13,2014.0,6.0,12008.0
ANA,3.57,55.3,2014-08-27,2014.0,8.0,12008.0
ANA,3.47,53.7,2014-09-19,2014.0,9.0,12008.0
ANA,3.09,47.8,2014-10-27,2014.0,10.0,12008.0
ANA,4.10,63.5,2014-11-26,2014.0,11.0,12008.0
ANA,4.44,68.7,2014-12-19,2014.0,12.0,12008.0
ANA,4.49,69.5,2015-01-26,2015.0,1.0,12008.0
ANA,4.53,70.1,2015-02-27,2015.0,2.0,12008.0
ANA,4.57,70.7,2015-03-13,2015.0,3.0,12008.0
ANA,4.16,64.4,2015-04-24,2015.0,4.0,12008.0
ANA,4.08,63.2,2015-05-27,2015.0,5.0,12008.0
ANA,4.29,66.4,2015-06-29,2015.0,6.0,12008.0
ANA,4.62,71.5,2015-07-22,2015.0,7.0,12008.0
ANA,5.67,87.8,2015-08-28,2015.0,8.0,12008.0
ANA,5.67,87.8,2015-09-30,2015.0,9.0,12008.0
ANA,5.24,81.1,2015-10-30,2015.0,10.0,12008.0
ANA,4.95,76.6,2015-11-27,2015.0,11.0,12008.0
ANA,4.29,66.4,2015-12-21,2015.0,12.0,12008.0
ANA,4.23,65.5,2016-01-25,2016.0,1.0,12008.0
ANA,4.00,61.9,2016-02-24,2016.0,2.0,12008.0
ANA,3.51,54.3,2016-03-23,2016.0,3.0,12008.0
ANA,2.34,36.2,2016-05-16,2016.0,5.0,12008.0
ANA,2.10,32.5,2016-06-29,2016.0,6.0,12008.0
ANA,2.35,36.4,2016-07-27,2016.0,7.0,12008.0
ANA,2.57,39.8,2016-08-26,2016.0,8.0,12008.0
ANA,2.83,43.8,2016-09-23,2016.0,9.0,12008.0
ANA,3.16,48.9,2016-10-26,2016.0,10.0,12008.0
ANA,3.49,54.0,2016-11-25,2016.0,11.0,12008.0
ANA,3.55,55.0,2016-12-14,2016.0,12.0,12008.0
ANA,3.56,55.1,2017-01-25,2017.0,1.0,12008.0
ANA,3.53,54.6,2017-02-15,2017.0,2.0,12008.0
ANA,3.72,57.6,2017-03-02,2017.0,3.0,12008.0
ANA,2.19,70.4,2012-07-19,2012.0,7.0,12284.0
ANA,2.36,75.7,2012-08-30,2012.0,8.0,12284.0
ANA,2.32,74.4,2012-09-18,2012.0,9.0,12284.0
ANA,2.95,94.8,2012-10-24,2012.0,10.0,12284.0
ANA,3.11,100.0,2012-11-30,2012.0,11.0,12284.0
ANA,3.11,100.0,2012-12-28,2012.0,12.0,12284.0
ANA,3.11,100.0,2013-01-31,2013.0,1.0,12284.0
ANA,2.96,95.2,2013-02-27,2013.0,2.0,12284.0
ANA,2.86,92.0,2013-03-25,2013.0,3.0,12284.0
ANA,3.11,100.0,2013-04-30,2013.0,4.0,12284.0
ANA,3.08,99.0,2013-05-31,2013.0,5.0,12284.0
ANA,3.13,100.6,2013-06-28,2013.0,6.0,12284.0
ANA,3.11,100.0,2013-07-26,2013.0,7.0,12284.0
ANA,3.04,97.7,2013-08-30,2013.0,8.0,12284.0
ANA,3.09,99.3,2013-09-27,2013.0,9.0,12284.0
ANA,3.00,96.4,2013-10-25,2013.0,10.0,12284.0
ANA,2.80,90.2,2013-11-21,2013.0,11.0,12284.0
ANA,3.11,100.0,2013-12-27,2013.0,12.0,12284.0
ANA,3.09,99.3,2014-01-31,2014.0,1.0,12284.0
ANA,2.95,94.8,2014-02-28,2014.0,2.0,12284.0
ANA,2.88,92.7,2014-03-31,2014.0,3.0,12284.0
ANA,2.88,92.7,2014-04-30,2014.0,4.0,12284.0
ANA,2.93,94.3,2014-05-31,2014.0,5.0,12284.0
ANA,3.04,97.7,2014-06-30,2014.0,6.0,12284.0
ANA,2.97,95.4,2014-07-31,2014.0,7.0,12284.0
ANA,3.07,98.9,2014-08-20,2014.0,8.0,12284.0
ANA,2.83,91.0,2014-09-26,2014.0,9.0,12284.0
ANA,2.78,89.4,2014-10-24,2014.0,10.0,12284.0
ANA,2.80,90.0,2014-11-28,2014.0,11.0,12284.0
ANA,3.11,100.0,2014-12-26,2014.0,12.0,12284.0
ANA,2.88,92.7,2015-01-29,2015.0,1.0,12284.0
ANA,2.72,87.4,2015-02-28,2015.0,2.0,12284.0
ANA,2.70,86.8,2015-03-27,2015.0,3.0,12284.0
ANA,2.29,73.7,2015-04-30,2015.0,4.0,12284.0
ANA,2.21,71.0,2015-05-29,2015.0,5.0,12284.0
ANA,2.26,72.7,2015-06-26,2015.0,6.0,12284.0
ANA,2.83,91.0,2015-07-24,2015.0,7.0,12284.0
ANA,3.12,100.3,2015-08-31,2015.0,8.0,12284.0
ANA,2.98,95.8,2015-09-28,2015.0,9.0,12284.0
ANA,2.74,88.1,2015-10-26,2015.0,10.0,12284.0
ANA,2.39,77.0,2015-11-30,2015.0,11.0,12284.0
ANA,2.19,70.3,2015-12-28,2015.0,12.0,12284.0
ANA,2.32,74.6,2016-01-29,2016.0,1.0,12284.0
ANA,2.25,72.5,2016-02-29,2016.0,2.0,12284.0
ANA,2.03,65.4,2016-03-28,2016.0,3.0,12284.0
ANA,1.76,56.5,2016-04-25,2016.0,4.0,12284.0
ANA,1.59,51.2,2016-05-30,2016.0,5.0,12284.0
ANA,1.55,49.9,2016-06-27,2016.0,6.0,12284.0
ANA,1.52,48.8,2016-07-25,2016.0,7.0,12284.0
ANA,1.57,50.3,2016-08-29,2016.0,8.0,12284.0
ANA,1.61,51.8,2016-09-26,2016.0,9.0,12284.0
ANA,1.74,56.0,2016-10-31,2016.0,10.0,12284.0
ANA,1.81,58.2,2016-11-28,2016.0,11.0,12284.0
ANA,1.89,60.7,2016-12-26,2016.0,12.0,12284.0
ANA,1.68,54.1,2017-01-30,2017.0,1.0,12284.0
ANA,1.53,49.2,2017-02-20,2017.0,2.0,12284.0
ANA,1.44,46.3,2017-03-06,2017.0,3.0,12284.0
ANA,21.74,35.7,2013-01-28,2013.0,1.0,12491.0
ANA,20.98,34.5,2013-02-25,2013.0,2.0,12491.0
ANA,19.86,32.6,2013-03-25,2013.0,3.0,12491.0
ANA,24.12,39.6,2013-04-29,2013.0,4.0,12491.0
ANA,23.18,38.1,2013-05-27,2013.0,5.0,12491.0
ANA,22.39,36.8,2013-06-24,2013.0,6.0,12491.0
ANA,21.11,34.7,2013-07-29,2013.0,7.0,12491.0
ANA,19.98,32.8,2013-08-26,2013.0,8.0,12491.0
ANA,18.53,30.4,2013-09-30,2013.0,9.0,12491.0
ANA,18.05,29.7,2013-10-28,2013.0,10.0,12491.0
ANA,16.90,27.8,2013-11-25,2013.0,11.0,12491.0
ANA,28.34,46.6,2013-12-30,2013.0,12.0,12491.0
ANA,28.93,47.5,2014-01-31,2014.0,1.0,12491.0
ANA,28.93,47.5,2014-02-03,2014.0,2.0,12491.0
ANA,26.90,44.2,2014-03-28,2014.0,3.0,12491.0
ANA,27.18,44.7,2014-04-24,2014.0,4.0,12491.0
ANA,25.35,41.7,2014-05-29,2014.0,5.0,12491.0
ANA,24.94,41.0,2014-06-06,2014.0,6.0,12491.0
